cs_sold_date_sk,cs_sold_time_sk,cs_ship_date_sk,cs_bill_customer_sk,cs_bill_cdemo_sk,cs_bill_hdemo_sk,cs_bill_addr_sk,cs_ship_customer_sk,cs_ship_cdemo_sk,cs_ship_hdemo_sk,cs_ship_addr_sk,cs_call_center_sk,cs_catalog_page_sk,cs_ship_mode_sk,cs_warehouse_sk,cs_item_sk,cs_promo_sk,cs_order_number,cs_quantity,cs_wholesale_cost,cs_list_price,cs_sales_price,cs_ext_discount_amt,cs_ext_sales_price,cs_ext_wholesale_cost,cs_ext_list_price,cs_ext_tax,cs_coupon_amt,cs_ext_ship_cost,cs_net_paid,cs_net_paid_inc_tax,cs_net_paid_inc_ship,cs_net_paid_inc_ship_tax,cs_net_profit
2450835,39806,2450924,82074,771849,3671,30646,82074,771849,3671,30646,1,36,20,1,17092,260,1065,43,41.28,87.1,71.42,674.24,3071.06,1775.04,3745.3,8.59,2948.21,1123.59,122.85,131.44,1246.44,1255.03,-1652.19
2450835,39806,2450847,82074,771849,3671,30646,82074,771849,3671,30646,1,88,2,5,11998,1,1065,99,5.23,11.24,9.21,200.97,911.79,517.77,1112.76,54.7,0,310.86,911.79,966.49,1222.65,1277.35,394.02
2450835,39806,2450912,82074,771849,3671,30646,82074,771849,3671,30646,1,7,2,5,15356,95,1065,76,40.09,97.01,39.77,4350.24,3022.52,3046.84,7372.76,211.57,0,1474.4,3022.52,3234.09,4496.92,4708.49,-24.32
2450835,39806,2450904,82074,771849,3671,30646,82074,771849,3671,30646,1,18,20,2,9154,100,1065,51,16.56,23.01,17.25,293.76,879.75,844.56,1173.51,35.19,0,129.03,879.75,914.94,1008.78,1043.97,35.19
2450835,39806,2450920,82074,771849,3671,30646,82074,771849,3671,30646,1,55,8,5,4705,199,1065,89,52.63,126.31,101.04,2249.03,8992.56,4684.07,11241.59,359.7,0,1236.21,8992.56,9352.26,10228.77,10588.47,4308.49
2450835,61914,2450846,47904,987188,5672,23756,47904,987188,5672,23756,1,28,1,3,8722,232,1066,50,75.99,84.34,64.09,1012.5,3204.5,3799.5,4217,65.37,2114.97,927.5,1089.53,1154.9,2017.03,2082.4,-2709.97
2450835,61914,2450913,47904,987188,5672,23756,47904,987188,5672,23756,1,54,12,4,16136,31,1066,6,33.93,67.86,9.5,350.16,57,203.58,407.16,1.14,0,65.1,57,58.14,122.1,123.24,-146.58
2450835,61914,2450883,47904,987188,5672,23756,47904,987188,5672,23756,1,103,17,4,1340,71,1066,11,85.03,122.44,13.46,1198.78,148.06,935.33,1346.84,13.32,0,148.06,148.06,161.38,296.12,309.44,-787.27
2450835,61914,2450924,47904,987188,5672,23756,47904,987188,5672,23756,1,34,15,5,9973,130,1066,35,83.68,132.21,72.71,2082.5,2544.85,2928.8,4627.35,25.44,0,416.15,2544.85,2570.29,2961,2986.44,-383.95
2450835,61914,2450852,47904,987188,5672,23756,47904,987188,5672,23756,1,86,4,5,7450,249,1066,34,43.77,98.92,66.27,1110.1,2253.18,1488.18,3363.28,102.74,968.86,672.52,1284.32,1387.06,1956.84,2059.58,-203.86
2450835,61914,2450864,47904,987188,5672,23756,47904,987188,5672,23756,1,22,14,2,11617,168,1066,54,67.74,191.7,115.02,4140.72,6211.08,3657.96,10351.8,310.55,0,3933.36,6211.08,6521.63,10144.44,10454.99,2553.12
2450835,61914,2450898,47904,987188,5672,23756,47904,987188,5672,23756,1,14,8,5,13720,281,1066,80,42.18,115.57,52,5085.6,4160,3374.4,9245.6,249.6,0,3605.6,4160,4409.6,7765.6,8015.2,785.6
2450835,61914,2450863,47904,987188,5672,23756,47904,987188,5672,23756,1,14,5,5,7006,5,1066,100,57.59,102.51,87.13,1538,8713,5759,10251,348.52,0,4407,8713,9061.52,13120,13468.52,2954
2450835,61914,2450884,47904,987188,5672,23756,47904,987188,5672,23756,1,61,15,3,14347,152,1066,2,36.59,47.56,10.46,74.2,20.92,73.18,95.12,0.41,0,25.68,20.92,21.33,46.6,47.01,-52.26
2450835,61914,2450908,47904,987188,5672,23756,47904,987188,5672,23756,1,67,13,3,12592,43,1066,97,83.47,217.02,180.12,3579.3,17471.64,8096.59,21050.94,953.95,3843.76,2525.88,13627.88,14581.83,16153.76,17107.71,5531.29
2450835,61914,2450898,47904,987188,5672,23756,47904,987188,5672,23756,1,67,14,5,6757,92,1066,62,50.79,117.83,56.55,3799.36,3506.1,3148.98,7305.46,315.54,0,2410.56,3506.1,3821.64,5916.66,6232.2,357.12
2450835,61914,2450923,47904,987188,5672,23756,47904,987188,5672,23756,1,107,19,2,11035,240,1066,71,38.19,58.04,16.83,2925.91,1194.93,2711.49,4120.84,71.69,0,988.32,1194.93,1266.62,2183.25,2254.94,-1516.56
2450835,68721,2450841,81733,56110,6487,32064,81733,56110,6487,32064,4,49,17,5,5252,221,1067,91,12.11,26.15,24.84,119.21,2260.44,1102.01,2379.65,45.2,0,356.72,2260.44,2305.64,2617.16,2662.36,1158.43
2450835,68721,2450874,81733,56110,6487,32064,81733,56110,6487,32064,4,46,3,3,8912,140,1067,84,60.15,175.03,19.25,13085.52,1617,5052.6,14702.52,32.34,0,6615.84,1617,1649.34,8232.84,8265.18,-3435.6
2450835,68721,2450909,81733,56110,6487,32064,81733,56110,6487,32064,4,107,15,1,16801,275,1067,56,28.42,44.61,39.7,274.96,2223.2,1591.52,2498.16,65.36,1289.45,149.52,933.75,999.11,1083.27,1148.63,-657.77
2450835,68721,2450915,81733,56110,6487,32064,81733,56110,6487,32064,4,85,19,2,7618,166,1067,77,68.07,144.3,109.66,2667.28,8443.82,5241.39,11111.1,253.31,0,2888.27,8443.82,8697.13,11332.09,11585.4,3202.43
2450835,68721,2450866,81733,56110,6487,32064,81733,56110,6487,32064,4,17,15,3,1052,169,1067,64,83.21,244.63,244.63,0,15656.32,5325.44,15656.32,0,0,5322.88,15656.32,15656.32,20979.2,20979.2,10330.88
2450835,68721,2450853,81733,56110,6487,32064,81733,56110,6487,32064,4,7,18,4,7279,61,1067,9,52.16,109.01,71.94,333.63,647.46,469.44,981.09,25.89,0,147.15,647.46,673.35,794.61,820.5,178.02
2450835,68721,2450861,81733,56110,6487,32064,81733,56110,6487,32064,4,29,3,4,3700,291,1067,64,92.14,272.73,155.45,7505.92,9948.8,5896.96,17454.72,236.78,6566.2,2268.8,3382.6,3619.38,5651.4,5888.18,-2514.36
2450835,68721,2450906,81733,56110,6487,32064,81733,56110,6487,32064,4,61,12,5,331,296,1067,93,27.2,66.64,7.99,5454.45,743.07,2529.6,6197.52,52.01,0,3036.45,743.07,795.08,3779.52,3831.53,-1786.53
2450835,68721,2450844,81733,56110,6487,32064,81733,56110,6487,32064,4,22,19,3,8800,40,1067,71,9.23,27.59,26.76,58.93,1899.96,655.33,1958.89,14.44,1538.96,176.08,361,375.44,537.08,551.52,-294.33
2450835,68721,2450860,81733,56110,6487,32064,81733,56110,6487,32064,4,16,10,2,529,32,1067,60,17.17,29.7,9.8,1194,588,1030.2,1782,35.28,0,658.8,588,623.28,1246.8,1282.08,-442.2
2450835,68721,2450884,81733,56110,6487,32064,81733,56110,6487,32064,4,37,7,4,8371,158,1067,77,66.37,120.12,26.42,7214.9,2034.34,5110.49,9249.24,20.34,0,2497.11,2034.34,2054.68,4531.45,4551.79,-3076.15
2450835,68721,2450892,81733,56110,6487,32064,81733,56110,6487,32064,4,96,20,1,15613,135,1067,53,65.19,74.96,37.48,1986.44,1986.44,3455.07,3972.88,119.18,0,1509.44,1986.44,2105.62,3495.88,3615.06,-1468.63
2450835,68721,2450850,81733,56110,6487,32064,81733,56110,6487,32064,4,36,9,3,11809,103,1067,68,47.82,69.33,51.3,1226.04,3488.4,3251.76,4714.44,69.76,0,518.16,3488.4,3558.16,4006.56,4076.32,236.64
2450835,68721,2450869,81733,56110,6487,32064,81733,56110,6487,32064,4,83,8,5,7435,114,1067,52,12.38,19.56,9.38,529.36,487.76,643.76,1017.12,7.56,336.55,477.88,151.21,158.77,629.09,636.65,-492.55
2450835,70910,2450864,95676,605596,1116,32636,92679,14597,784,10618,4,57,9,5,7969,195,1068,10,62.29,148.87,31.26,1176.1,312.6,622.9,1488.7,21.88,0,238.1,312.6,334.48,550.7,572.58,-310.3
2450835,70910,2450846,95676,605596,1116,32636,92679,14597,784,10618,4,10,17,5,3469,168,1068,70,67.19,120.27,25.25,6651.4,1767.5,4703.3,8418.9,36.58,1360.97,4125.1,406.53,443.11,4531.63,4568.21,-4296.77
2450835,70910,2450858,95676,605596,1116,32636,92679,14597,784,10618,4,78,3,4,16411,111,1068,42,39.66,46,23,966,966,1665.72,1932,67.62,0,212.52,966,1033.62,1178.52,1246.14,-699.72
2450835,70910,2450870,95676,605596,1116,32636,92679,14597,784,10618,4,59,4,3,5872,44,1068,68,28.35,46.21,8.31,2577.2,565.08,1927.8,3142.28,28.25,0,1225.36,565.08,593.33,1790.44,1818.69,-1362.72
2450835,70910,2450846,95676,605596,1116,32636,92679,14597,784,10618,4,56,20,3,8402,140,1068,43,15.64,46.76,25.25,924.93,1085.75,672.52,2010.68,86.86,0,623.07,1085.75,1172.61,1708.82,1795.68,413.23
2450835,70910,2450843,95676,605596,1116,32636,92679,14597,784,10618,4,80,17,5,13160,112,1068,32,27.81,57.01,29.64,875.84,948.48,889.92,1824.32,37.93,0,401.28,948.48,986.41,1349.76,1387.69,58.56
2450835,70910,2450877,95676,605596,1116,32636,92679,14597,784,10618,4,60,19,2,5596,67,1068,83,73.25,139.17,44.53,7855.12,3695.99,6079.75,11551.11,0,0,693.05,3695.99,3695.99,4389.04,4389.04,-2383.76
2450835,58141,2450896,25259,1782980,6654,23575,25259,1782980,6654,23575,1,95,7,3,9398,147,1069,46,33.14,91.79,3.67,4053.52,168.82,1524.44,4222.34,6.07,101.29,337.64,67.53,73.6,405.17,411.24,-1456.91
2450835,58141,2450863,25259,1782980,6654,23575,25259,1782980,6654,23575,1,59,4,4,10132,174,1069,74,9.59,15.63,3.28,913.9,242.72,709.66,1156.62,2.42,0,219.04,242.72,245.14,461.76,464.18,-466.94
2450835,58141,2450839,25259,1782980,6654,23575,25259,1782980,6654,23575,1,102,8,4,9646,91,1069,44,6.59,9.42,6.59,124.52,289.96,289.96,414.48,17.39,0,194.48,289.96,307.35,484.44,501.83,0
2450835,58141,2450913,25259,1782980,6654,23575,25259,1782980,6654,23575,1,3,10,4,13448,105,1069,21,12.01,19.09,16.22,60.27,340.62,252.21,400.89,23.84,0,31.92,340.62,364.46,372.54,396.38,88.41
2450835,58141,2450868,25259,1782980,6654,23575,25259,1782980,6654,23575,1,78,8,2,13972,15,1069,99,43.69,48.05,9.12,3854.07,902.88,4325.31,4756.95,63.2,0,2330.46,902.88,966.08,3233.34,3296.54,-3422.43
2450835,58141,2450858,25259,1782980,6654,23575,25259,1782980,6654,23575,1,8,16,5,1544,83,1069,8,96.88,290.64,290.64,0,2325.12,775.04,2325.12,46.5,0,278.96,2325.12,2371.62,2604.08,2650.58,1550.08
2450835,58141,2450912,25259,1782980,6654,23575,25259,1782980,6654,23575,1,105,3,3,1280,71,1069,50,44.99,107.52,40.85,3333.5,2042.5,2249.5,5376,163.4,0,161,2042.5,2205.9,2203.5,2366.9,-207
2450835,58141,2450894,25259,1782980,6654,23575,25259,1782980,6654,23575,1,86,3,3,8510,238,1069,8,64.67,152.62,111.41,329.68,891.28,517.36,1220.96,80.21,0,329.6,891.28,971.49,1220.88,1301.09,373.92
2450835,58141,2450852,25259,1782980,6654,23575,25259,1782980,6654,23575,1,75,8,2,16598,72,1069,46,43.19,99.76,59.85,1835.86,2753.1,1986.74,4588.96,220.24,0,734.16,2753.1,2973.34,3487.26,3707.5,766.36
2450835,43545,2450856,49220,217873,479,6685,49220,217873,479,6685,2,70,11,4,11347,1,1070,80,47.34,87.57,30.64,4554.4,2451.2,3787.2,7005.6,196.09,0,280,2451.2,2647.29,2731.2,2927.29,-1336
2450835,43545,2450886,49220,217873,479,6685,49220,217873,479,6685,2,100,3,4,15265,146,1070,20,69.36,194.9,89.65,2105,1793,1387.2,3898,53.79,0,1559.2,1793,1846.79,3352.2,3405.99,405.8
2450835,43545,2450844,49220,217873,479,6685,49220,217873,479,6685,2,8,16,1,4765,73,1070,2,88.27,94.44,35.88,117.12,71.76,176.54,188.88,5.23,13.63,1.88,58.13,63.36,60.01,65.24,-118.41
2450835,43545,2450873,49220,217873,479,6685,49220,217873,479,6685,2,101,6,5,5275,298,1070,59,45.85,70.6,65.65,292.05,3873.35,2705.15,4165.4,193.66,0,124.49,3873.35,4067.01,3997.84,4191.5,1168.2
2450835,8640,2450914,6338,526703,6621,25386,6338,526703,6621,25386,4,57,17,3,9808,87,1071,83,24.12,62.22,51.64,878.14,4286.12,2001.96,5164.26,131.15,2828.83,1497.32,1457.29,1588.44,2954.61,3085.76,-544.67
2450835,8640,2450842,6338,526703,6621,25386,6338,526703,6621,25386,4,15,10,1,226,188,1071,17,48.56,107.8,63.6,751.4,1081.2,825.52,1832.6,32.43,0,128.18,1081.2,1113.63,1209.38,1241.81,255.68
2450835,8640,2450869,6338,526703,6621,25386,6338,526703,6621,25386,4,4,8,1,3397,230,1071,96,72.11,137.73,64.73,7008,6214.08,6922.56,13222.08,434.98,0,3305.28,6214.08,6649.06,9519.36,9954.34,-708.48
2450835,8640,2450855,6338,526703,6621,25386,6338,526703,6621,25386,4,74,15,1,15152,243,1071,82,46.93,60.07,23.42,3005.3,1920.44,3848.26,4925.74,8.83,1478.73,1871.24,441.71,450.54,2312.95,2321.78,-3406.55
2450835,8640,2450905,6338,526703,6621,25386,6338,526703,6621,25386,4,79,1,5,13310,245,1071,36,9.06,23.37,14.72,311.4,529.92,326.16,841.32,26.49,0,8.28,529.92,556.41,538.2,564.69,203.76
2450835,8640,2450888,6338,526703,6621,25386,6338,526703,6621,25386,4,94,5,5,542,182,1071,35,41.81,100.76,55.41,1587.25,1939.35,1463.35,3526.6,96.96,0,564.2,1939.35,2036.31,2503.55,2600.51,476
2450835,8640,2450918,6338,526703,6621,25386,6338,526703,6621,25386,4,10,4,3,12106,182,1071,46,22.98,43.43,23.45,919.08,1078.7,1057.08,1997.78,32.36,0,159.62,1078.7,1111.06,1238.32,1270.68,21.62
2450835,8640,2450889,6338,526703,6621,25386,6338,526703,6621,25386,4,95,7,1,932,79,1071,8,43.77,109.42,89.72,157.6,717.76,350.16,875.36,7.17,0,87.52,717.76,724.93,805.28,812.45,367.6
2450835,8640,2450914,6338,526703,6621,25386,6338,526703,6621,25386,4,74,12,4,5242,6,1071,19,42.97,61.01,29.89,591.28,567.91,816.43,1159.19,22.71,0,231.8,567.91,590.62,799.71,822.42,-248.52
2450835,44856,2450876,24830,572201,1172,30143,60754,1232108,4183,14705,4,26,7,4,8152,114,1072,98,50.06,126.65,1.26,12288.22,123.48,4905.88,12411.7,1.44,107.42,2109.94,16.06,17.5,2126,2127.44,-4889.82
2450835,44856,2450904,24830,572201,1172,30143,60754,1232108,4183,14705,4,83,15,4,13724,273,1072,66,22.31,38.81,35.7,205.26,2356.2,1472.46,2561.46,47.12,0,614.46,2356.2,2403.32,2970.66,3017.78,883.74
2450835,44856,2450840,24830,572201,1172,30143,60754,1232108,4183,14705,4,11,8,1,14611,92,1072,83,69.15,130.69,19.6,9220.47,1626.8,5739.45,10847.27,0,0,4989.13,1626.8,1626.8,6615.93,6615.93,-4112.65
2450835,44856,2450886,24830,572201,1172,30143,60754,1232108,4183,14705,4,58,7,4,17074,266,1072,10,54.35,83.15,24.11,590.4,241.1,543.5,831.5,21.69,0,41.5,241.1,262.79,282.6,304.29,-302.4
2450835,44856,2450900,24830,572201,1172,30143,60754,1232108,4183,14705,4,91,1,5,2674,138,1072,83,75.31,208.6,168.96,3290.12,14023.68,6250.73,17313.8,701.18,0,7444.27,14023.68,14724.86,21467.95,22169.13,7772.95
2450835,44856,2450917,24830,572201,1172,30143,60754,1232108,4183,14705,4,15,4,2,16576,213,1072,77,80.64,86.28,9.49,5912.83,730.73,6209.28,6643.56,21.92,0,3321.78,730.73,752.65,4052.51,4074.43,-5478.55
2450835,44856,2450843,24830,572201,1172,30143,60754,1232108,4183,14705,4,43,5,1,434,158,1072,7,83.28,109.09,0,763.63,0,582.96,763.63,0,0,91.63,0,0,91.63,91.63,-582.96
2450835,44856,2450861,24830,572201,1172,30143,60754,1232108,4183,14705,4,92,7,3,8728,225,1072,81,19.77,32.22,3.86,2297.16,312.66,1601.37,2609.82,25.01,0,626.13,312.66,337.67,938.79,963.8,-1288.71
2450835,44856,2450856,24830,572201,1172,30143,60754,1232108,4183,14705,4,74,5,3,12265,267,1072,23,60.75,78.97,66.33,290.72,1525.59,1397.25,1816.31,15.25,0,90.62,1525.59,1540.84,1616.21,1631.46,128.34
2450835,44856,2450863,24830,572201,1172,30143,60754,1232108,4183,14705,4,51,7,2,14140,20,1072,23,91.21,206.13,142.22,1469.93,3271.06,2097.83,4740.99,228.97,0,426.65,3271.06,3500.03,3697.71,3926.68,1173.23
2450835,44856,2450864,24830,572201,1172,30143,60754,1232108,4183,14705,4,67,13,5,9685,250,1072,37,20.1,58.08,41.23,623.45,1525.51,743.7,2148.96,122.04,0,902.43,1525.51,1647.55,2427.94,2549.98,781.81
2450835,44856,2450864,24830,572201,1172,30143,60754,1232108,4183,14705,4,61,12,3,15626,157,1072,77,92.26,205.73,4.11,15524.74,316.47,7104.02,15841.21,3.16,0,6970.04,316.47,319.63,7286.51,7289.67,-6787.55
2450836,70315,2450841,63864,1624496,2281,9713,63864,1624496,2281,9713,1,73,17,5,4724,25,1073,88,33.73,65.43,16.35,4319.04,1438.8,2968.24,5757.84,14.38,0,748,1438.8,1453.18,2186.8,2201.18,-1529.44
2450836,70315,2450855,63864,1624496,2281,9713,63864,1624496,2281,9713,1,97,19,1,634,247,1073,18,18.87,52.26,18.81,602.1,338.58,339.66,940.68,3.38,0,432.54,338.58,341.96,771.12,774.5,-1.08
2450836,70315,2450924,63864,1624496,2281,9713,63864,1624496,2281,9713,1,49,6,5,10228,24,1073,59,36.79,69.16,22.13,2774.77,1305.67,2170.61,4080.44,117.51,0,285.56,1305.67,1423.18,1591.23,1708.74,-864.94
2450836,70315,2450865,63864,1624496,2281,9713,63864,1624496,2281,9713,1,65,17,3,4069,282,1073,18,54.36,56.53,33.91,407.16,610.38,978.48,1017.54,12.2,0,325.44,610.38,622.58,935.82,948.02,-368.1
2450836,70315,2450913,63864,1624496,2281,9713,63864,1624496,2281,9713,1,73,14,2,7144,108,1073,72,33.99,70.69,43.12,1985.04,3104.64,2447.28,5089.68,155.23,0,1017.36,3104.64,3259.87,4122,4277.23,657.36
2450836,70315,2450907,63864,1624496,2281,9713,63864,1624496,2281,9713,1,106,12,2,11686,300,1073,11,12.97,16.73,10.03,73.7,110.33,142.67,184.03,0,0,40.48,110.33,110.33,150.81,150.81,-32.34
2450836,70315,2450886,63864,1624496,2281,9713,63864,1624496,2281,9713,1,1,5,1,9382,180,1073,25,70.54,131.9,116.07,395.75,2901.75,1763.5,3297.5,145.08,0,296.75,2901.75,3046.83,3198.5,3343.58,1138.25
2450836,70315,2450867,63864,1624496,2281,9713,63864,1624496,2281,9713,1,95,14,4,10615,292,1073,85,82.83,136.66,125.72,929.9,10686.2,7040.55,11616.1,641.17,0,3832.65,10686.2,11327.37,14518.85,15160.02,3645.65
2450836,70315,2450899,63864,1624496,2281,9713,63864,1624496,2281,9713,1,85,18,2,10267,253,1073,24,2.03,3.34,2.87,11.28,68.88,48.72,80.16,0.27,65.43,13.44,3.45,3.72,16.89,17.16,-45.27
2450836,70315,2450857,63864,1624496,2281,9713,63864,1624496,2281,9713,1,82,18,1,7850,165,1073,100,69.72,115.73,11.57,10416,1157,6972,11573,80.99,0,4166,1157,1237.99,5323,5403.99,-5815
2450836,70315,2450896,63864,1624496,2281,9713,63864,1624496,2281,9713,1,37,18,3,10346,187,1073,84,98.96,248.38,89.41,13353.48,7510.44,8312.64,20863.92,0,2703.75,5633.04,4806.69,4806.69,10439.73,10439.73,-3505.95
2450836,70315,2450892,63864,1624496,2281,9713,63864,1624496,2281,9713,1,81,7,1,11894,52,1073,39,13.78,26.18,1.83,949.65,71.37,537.42,1021.02,6.42,0,306.15,71.37,77.79,377.52,383.94,-466.05
2450836,46713,2450855,99127,1869610,4540,33870,99127,1869610,4540,33870,2,104,1,4,3760,10,1074,31,44.21,83.99,47.87,1119.72,1483.97,1370.51,2603.69,29.67,0,728.81,1483.97,1513.64,2212.78,2242.45,113.46
2450836,46713,2450845,99127,1869610,4540,33870,99127,1869610,4540,33870,2,100,1,4,12278,85,1074,97,77.21,90.33,71.36,1840.09,6921.92,7489.37,8762.01,484.53,0,0,6921.92,7406.45,6921.92,7406.45,-567.45
2450836,46713,2450868,99127,1869610,4540,33870,99127,1869610,4540,33870,2,38,3,2,13657,165,1074,47,64.68,112.54,29.26,3914.16,1375.22,3039.96,5289.38,13.61,921.39,1004.86,453.83,467.44,1458.69,1472.3,-2586.13
2450836,46713,2450844,99127,1869610,4540,33870,99127,1869610,4540,33870,2,37,16,5,3772,3,1074,10,39.55,51.41,24.67,267.4,246.7,395.5,514.1,0,189.95,113.1,56.75,56.75,169.85,169.85,-338.75
2450836,46713,2450911,99127,1869610,4540,33870,99127,1869610,4540,33870,2,93,7,2,11668,212,1074,47,29.29,61.5,21.52,1879.06,1011.44,1376.63,2890.5,60.68,0,86.48,1011.44,1072.12,1097.92,1158.6,-365.19
2450836,46713,2450892,99127,1869610,4540,33870,99127,1869610,4540,33870,2,59,5,5,668,125,1074,76,68.78,206.34,57.77,11291.32,4390.52,5227.28,15681.84,7.02,3688.03,1881.76,702.49,709.51,2584.25,2591.27,-4524.79
2450836,46713,2450891,99127,1869610,4540,33870,99127,1869610,4540,33870,2,97,7,5,14887,234,1074,96,79.48,163.72,27.83,13045.44,2671.68,7630.08,15717.12,133.58,0,3300.48,2671.68,2805.26,5972.16,6105.74,-4958.4
2450836,46713,2450845,99127,1869610,4540,33870,99127,1869610,4540,33870,2,58,20,5,16615,147,1074,97,45.72,61.72,8.02,5208.9,777.94,4434.84,5986.84,54.45,0,0,777.94,832.39,777.94,832.39,-3656.9
2450836,46713,2450904,99127,1869610,4540,33870,99127,1869610,4540,33870,2,28,11,3,55,60,1074,68,53.66,135.75,126.24,646.68,8584.32,3648.88,9231,343.37,0,1292,8584.32,8927.69,9876.32,10219.69,4935.44
2450836,46713,2450883,99127,1869610,4540,33870,99127,1869610,4540,33870,2,17,19,5,6050,80,1074,47,79.69,130.69,7.84,5773.95,368.48,3745.43,6142.43,11.05,0,1105.44,368.48,379.53,1473.92,1484.97,-3376.95
2450836,46713,2450860,99127,1869610,4540,33870,99127,1869610,4540,33870,2,49,10,3,1334,229,1074,86,86.82,103.31,9.29,8085.72,798.94,7466.52,8884.66,55.92,0,2220.52,798.94,854.86,3019.46,3075.38,-6667.58
2450836,56702,2450889,43604,727574,4344,25867,43604,727574,4344,25867,2,58,17,5,16570,137,1075,49,37.18,107.07,8.56,4826.99,419.44,1821.82,5246.43,33.55,0,996.66,419.44,452.99,1416.1,1449.65,-1402.38
2450836,56702,2450913,43604,727574,4344,25867,43604,727574,4344,25867,2,38,18,2,15326,230,1075,44,46.16,61.39,34.99,1161.6,1539.56,2031.04,2701.16,46.18,0,351.12,1539.56,1585.74,1890.68,1936.86,-491.48
2450836,56702,2450844,43604,727574,4344,25867,43604,727574,4344,25867,2,88,17,3,5278,170,1075,59,22.75,63.01,58.59,260.78,3456.81,1342.25,3717.59,0,2108.65,1635.48,1348.16,1348.16,2983.64,2983.64,5.91
2450836,56702,2450903,43604,727574,4344,25867,43604,727574,4344,25867,2,34,5,4,4496,186,1075,90,43.46,83,45.65,3361.5,4108.5,3911.4,7470,287.59,0,2838.6,4108.5,4396.09,6947.1,7234.69,197.1
2450836,56702,2450868,43604,727574,4344,25867,43604,727574,4344,25867,2,88,9,5,4555,170,1075,77,60.12,64.92,15.58,3799.18,1199.66,4629.24,4998.84,7.67,431.87,499.73,767.79,775.46,1267.52,1275.19,-3861.45
2450836,56702,2450879,43604,727574,4344,25867,43604,727574,4344,25867,2,22,2,3,5122,75,1075,77,67.61,120.34,55.35,5004.23,4261.95,5205.97,9266.18,298.33,0,1574.65,4261.95,4560.28,5836.6,6134.93,-944.02
2450836,56702,2450892,43604,727574,4344,25867,43604,727574,4344,25867,2,91,19,4,16729,70,1075,70,69.4,124.92,14.99,7695.1,1049.3,4858,8744.4,52.46,0,3409.7,1049.3,1101.76,4459,4511.46,-3808.7
2450836,56702,2450877,43604,727574,4344,25867,43604,727574,4344,25867,2,75,11,1,10220,103,1075,49,38.24,93.68,11.24,4039.56,550.76,1873.76,4590.32,11.01,0,550.76,550.76,561.77,1101.52,1112.53,-1323
2450836,58568,2450898,3462,1371601,6940,10279,3462,1371601,6940,10279,2,11,18,4,1891,262,1076,50,48.93,57.73,19.62,1905.5,981,2446.5,2886.5,0,0,1327.5,981,981,2308.5,2308.5,-1465.5
2450836,58568,2450848,3462,1371601,6940,10279,3462,1371601,6940,10279,2,17,11,1,15439,81,1076,22,87.11,186.41,5.59,3978.04,122.98,1916.42,4101.02,4.91,0,1599.18,122.98,127.89,1722.16,1727.07,-1793.44
2450836,58568,2450891,3462,1371601,6940,10279,3462,1371601,6940,10279,2,34,11,4,17827,123,1076,94,4.5,7.65,6.65,94,625.1,423,719.1,0,250.04,78.96,375.06,375.06,454.02,454.02,-47.94
2450836,58568,2450870,3462,1371601,6940,10279,3462,1371601,6940,10279,2,25,19,5,7142,174,1076,66,12.11,22.76,18.66,270.6,1231.56,799.26,1502.16,86.2,0,375.54,1231.56,1317.76,1607.1,1693.3,432.3
2450836,58568,2450916,3462,1371601,6940,10279,3462,1371601,6940,10279,2,40,13,5,2887,79,1076,50,38.4,92.16,6.45,4285.5,322.5,1920,4608,3.22,0,138,322.5,325.72,460.5,463.72,-1597.5
2450836,58568,2450855,3462,1371601,6940,10279,3462,1371601,6940,10279,2,84,6,3,8570,242,1076,51,42.83,105.36,26.34,4030.02,1343.34,2184.33,5373.36,67.16,0,644.64,1343.34,1410.5,1987.98,2055.14,-840.99
2450836,25413,2450859,12210,420138,6913,841,12210,420138,6913,841,4,85,8,4,17527,300,1077,42,74.35,120.44,57.81,2630.46,2428.02,3122.7,5058.48,194.24,0,960.96,2428.02,2622.26,3388.98,3583.22,-694.68
2450836,25413,2450876,12210,420138,6913,841,12210,420138,6913,841,4,91,15,4,8623,215,1077,32,24.89,60.23,17.46,1368.64,558.72,796.48,1927.36,0,0,153.92,558.72,558.72,712.64,712.64,-237.76
2450836,25413,2450845,12210,420138,6913,841,12210,420138,6913,841,4,105,4,5,10750,232,1077,60,66.52,86.47,78.68,467.4,4720.8,3991.2,5188.2,236.04,0,2490,4720.8,4956.84,7210.8,7446.84,729.6
2450836,25413,2450881,12210,420138,6913,841,12210,420138,6913,841,4,41,16,5,6901,121,1077,80,86.1,134.31,38.94,7629.6,3115.2,6888,10744.8,9.96,2865.98,3975.2,249.22,259.18,4224.42,4234.38,-6638.78
2450836,43530,2450838,97141,1409110,5079,17848,97141,1409110,5079,17848,4,39,9,4,8203,131,1078,34,83.93,130.93,73.32,1958.74,2492.88,2853.62,4451.62,124.64,0,355.98,2492.88,2617.52,2848.86,2973.5,-360.74
2450836,43530,2450848,97141,1409110,5079,17848,97141,1409110,5079,17848,4,56,17,5,6848,169,1078,40,74.4,138.38,40.13,3930,1605.2,2976,5535.2,64.2,0,2269.2,1605.2,1669.4,3874.4,3938.6,-1370.8
2450836,43530,2450869,97141,1409110,5079,17848,97141,1409110,5079,17848,4,2,8,2,11830,300,1078,8,39.25,77.32,39.43,303.12,315.44,314,618.56,4.1,233.42,24.72,82.02,86.12,106.74,110.84,-231.98
