ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2452541,75537,2452609,768,94648,356226,5804,6982,26149,1769544,2434,25724,48,15,19,5,221,628,55,86.32,116.53,106.04,576.95,5832.2,4747.6,6409.15,58.32,0,1537.8,5832.2,5890.52,7370,7428.32,1084.6
2452541,75537,2452555,2538,94648,356226,5804,6982,26149,1769544,2434,25724,12,3,18,2,253,628,59,58.71,123.87,44.59,4677.52,2630.81,3463.89,7308.33,10.52,2420.34,2484.49,210.47,220.99,2694.96,2705.48,-3253.42
2452541,75537,2452650,14448,94648,356226,5804,6982,26149,1769544,2434,25724,21,25,18,5,35,628,72,97.28,151.75,37.93,8195.04,2730.96,7004.16,10926,109.23,0,3496.32,2730.96,2840.19,6227.28,6336.51,-4273.2
2452541,75537,2452619,7863,94648,356226,5804,6982,26149,1769544,2434,25724,30,6,4,5,216,628,88,48.63,120.11,24.02,8455.92,2113.76,4279.44,10569.68,42.27,0,1056.88,2113.76,2156.03,3170.64,3212.91,-2165.68
2452541,75537,2452615,6889,94648,356226,5804,6982,26149,1769544,2434,25724,7,18,14,4,144,628,8,59.86,175.98,86.23,718,689.84,478.88,1407.84,62.08,0,112.56,689.84,751.92,802.4,864.48,210.96
2451977,15593,2451996,8409,74769,1582647,1725,2450,58182,95287,3556,33472,1,3,16,2,268,629,96,59.74,124.85,98.63,2517.12,9468.48,5735.04,11985.6,66.27,8142.89,1917.12,1325.59,1391.86,3242.71,3308.98,-4409.45
2451977,15593,2452091,1967,74769,1582647,1725,2450,58182,95287,3556,33472,7,19,3,1,169,629,96,1.99,2.2,0.83,131.52,79.68,191.04,211.2,0.79,0,12.48,79.68,80.47,92.16,92.95,-111.36
2451977,15593,2452031,15747,74769,1582647,1725,2450,58182,95287,3556,33472,1,13,13,1,62,629,33,41.42,123.84,100.31,776.49,3310.23,1366.86,4086.72,283.02,165.51,1021.68,3144.72,3427.74,4166.4,4449.42,1777.86
2451977,15593,2452056,7731,74769,1582647,1725,2450,58182,95287,3556,33472,9,1,14,2,220,629,95,4.32,8.03,6.18,175.75,587.1,410.4,762.85,41.09,0,190,587.1,628.19,777.1,818.19,176.7
2451977,15593,2452059,9515,74769,1582647,1725,2450,58182,95287,3556,33472,33,27,4,1,141,629,87,11.92,17.04,9.71,637.71,844.77,1037.04,1482.48,50.68,0,681.21,844.77,895.45,1525.98,1576.66,-192.27
2451977,15593,2452000,15109,74769,1582647,1725,2450,58182,95287,3556,33472,51,11,16,1,66,629,40,62.04,95.54,85.98,382.4,3439.2,2481.6,3821.6,103.17,0,152.8,3439.2,3542.37,3592,3695.17,957.6
2451977,15593,2452091,11453,74769,1582647,1725,2450,58182,95287,3556,33472,49,15,18,1,24,629,79,38.89,67.66,43.97,1871.51,3473.63,3072.31,5345.14,34.73,0,1175.52,3473.63,3508.36,4649.15,4683.88,401.32
2451977,15593,2452055,14027,74769,1582647,1725,2450,58182,95287,3556,33472,27,9,13,1,142,629,53,96.57,127.47,67.55,3175.76,3580.15,5118.21,6755.91,179,0,202.46,3580.15,3759.15,3782.61,3961.61,-1538.06
2451977,15593,2451993,2591,74769,1582647,1725,2450,58182,95287,3556,33472,11,15,20,2,74,629,51,2.87,6.08,6.08,0,310.08,146.37,310.08,3.1,0,9.18,310.08,313.18,319.26,322.36,163.71
2451977,15593,2451992,12001,74769,1582647,1725,2450,58182,95287,3556,33472,13,5,12,3,67,629,79,70.75,79.94,21.58,4610.44,1704.82,5589.25,6315.26,119.33,0,378.41,1704.82,1824.15,2083.23,2202.56,-3884.43
2451200,5662,2451213,16702,51451,1903383,6515,2494,51451,1903383,6515,2494,19,22,4,1,138,630,60,93.93,247.97,121.5,7588.2,7290,5635.8,14878.2,131.22,5832,4314.6,1458,1589.22,5772.6,5903.82,-4177.8
2451200,5662,2451287,14638,51451,1903383,6515,2494,51451,1903383,6515,2494,13,28,6,2,48,630,55,71.76,162.89,68.41,5196.4,3762.55,3946.8,8958.95,255.85,564.38,627,3198.17,3454.02,3825.17,4081.02,-748.63
2451200,5662,2451232,9416,51451,1903383,6515,2494,51451,1903383,6515,2494,28,2,9,1,83,630,58,26.19,69.14,48.39,1203.5,2806.62,1519.02,4010.12,56.13,0,1162.9,2806.62,2862.75,3969.52,4025.65,1287.6
2451200,5662,2451298,2228,51451,1903383,6515,2494,51451,1903383,6515,2494,28,16,13,2,171,630,3,62.42,77.4,4.64,218.28,13.92,187.26,232.2,0.97,0,95.19,13.92,14.89,109.11,110.08,-173.34
2451200,5662,2451277,15800,51451,1903383,6515,2494,51451,1903383,6515,2494,50,14,20,5,97,630,45,2.11,4.34,1.6,123.3,72,94.95,195.3,1.44,0,9.45,72,73.44,81.45,82.89,-22.95
2451200,5662,2451203,5473,51451,1903383,6515,2494,51451,1903383,6515,2494,56,10,13,5,147,630,35,88.64,193.23,94.68,3449.25,3313.8,3102.4,6763.05,33.13,0,811.3,3313.8,3346.93,4125.1,4158.23,211.4
2451200,5662,2451262,10390,51451,1903383,6515,2494,51451,1903383,6515,2494,28,1,4,2,190,630,58,66.26,86.13,11.19,4346.52,649.02,3843.08,4995.54,12.98,0,1598.48,649.02,662,2247.5,2260.48,-3194.06
2451200,5662,2451208,14954,51451,1903383,6515,2494,51451,1903383,6515,2494,38,28,13,3,233,630,67,88.68,134.79,41.78,6231.67,2799.26,5941.56,9030.93,139.96,0,3431.74,2799.26,2939.22,6231,6370.96,-3142.3
2451200,5662,2451222,1366,51451,1903383,6515,2494,51451,1903383,6515,2494,22,2,2,2,2,630,59,49.02,57.35,51.61,338.66,3044.99,2892.18,3383.65,0,0,304.44,3044.99,3044.99,3349.43,3349.43,152.81
2451200,5662,2451244,1060,51451,1903383,6515,2494,51451,1903383,6515,2494,1,2,3,4,155,630,85,84.43,215.29,206.67,732.7,17566.95,7176.55,18299.65,1581.02,0,2012.8,17566.95,19147.97,19579.75,21160.77,10390.4
2451406,68762,2451486,3314,42038,916086,2134,39029,2653,1419906,3032,25805,49,14,1,2,40,631,20,93.84,187.68,138.88,976,2777.6,1876.8,3753.6,99.99,1666.56,825.6,1111.04,1211.03,1936.64,2036.63,-765.76
2451406,68762,2451493,8476,42038,916086,2134,39029,2653,1419906,3032,25805,58,25,16,4,105,631,61,88.87,251.5,82.99,10279.11,5062.39,5421.07,15341.5,253.11,0,2914.58,5062.39,5315.5,7976.97,8230.08,-358.68
2451406,68762,2451490,12673,42038,916086,2134,39029,2653,1419906,3032,25805,22,8,15,3,51,631,81,42.87,54.44,49.54,396.9,4012.74,3472.47,4409.64,160.5,0,1851.66,4012.74,4173.24,5864.4,6024.9,540.27
2451406,68762,2451413,3290,42038,916086,2134,39029,2653,1419906,3032,25805,52,20,15,4,53,631,10,19.06,22.87,17.6,52.7,176,190.6,228.7,7.04,0,89.1,176,183.04,265.1,272.14,-14.6
2451406,68762,2451473,4462,42038,916086,2134,39029,2653,1419906,3032,25805,49,13,2,2,149,631,1,90.34,229.46,32.12,197.34,32.12,90.34,229.46,0.32,0,89.48,32.12,32.44,121.6,121.92,-58.22
2451406,68762,2451480,17863,42038,916086,2134,39029,2653,1419906,3032,25805,4,1,2,5,288,631,51,66.02,81.2,65.77,786.93,3354.27,3367.02,4141.2,201.25,0,1780.41,3354.27,3555.52,5134.68,5335.93,-12.75
2451406,68762,2451500,13690,42038,916086,2134,39029,2653,1419906,3032,25805,58,7,1,5,189,631,57,68.12,180.51,52.34,7305.69,2983.38,3882.84,10289.07,268.5,0,2366.07,2983.38,3251.88,5349.45,5617.95,-899.46
2451406,68762,2451432,5677,42038,916086,2134,39029,2653,1419906,3032,25805,13,13,10,3,293,631,95,34.05,88.87,78.2,1013.65,7429,3234.75,8442.65,594.32,0,1772.7,7429,8023.32,9201.7,9796.02,4194.25
2451406,68762,2451412,922,42038,916086,2134,39029,2653,1419906,3032,25805,25,1,9,2,295,631,74,83.08,246.74,96.22,11138.48,7120.28,6147.92,18258.76,569.62,0,2738.74,7120.28,7689.9,9859.02,10428.64,972.36
2451406,68762,2451502,9938,42038,916086,2134,39029,2653,1419906,3032,25805,22,2,2,5,145,631,15,21.45,44.61,4.9,595.65,73.5,321.75,669.15,2.94,0,93.6,73.5,76.44,167.1,170.04,-248.25
2451406,68762,2451435,16537,42038,916086,2134,39029,2653,1419906,3032,25805,56,26,16,1,96,631,35,25.93,35.78,28.98,238,1014.3,907.55,1252.3,71,0,425.6,1014.3,1085.3,1439.9,1510.9,106.75
2451406,68762,2451448,12872,42038,916086,2134,39029,2653,1419906,3032,25805,14,14,5,2,299,631,70,5.83,8.97,0.08,622.3,5.6,408.1,627.9,0.5,0,87.5,5.6,6.1,93.1,93.6,-402.5
2451406,68762,2451493,949,42038,916086,2134,39029,2653,1419906,3032,25805,55,2,3,2,171,631,67,85.45,253.78,71.05,12242.91,4760.35,5725.15,17003.26,428.43,0,7651.4,4760.35,5188.78,12411.75,12840.18,-964.8
2451406,68762,2451425,4663,42038,916086,2134,39029,2653,1419906,3032,25805,4,7,8,2,286,631,21,87.17,194.38,155.5,816.48,3265.5,1830.57,4081.98,32.65,0,326.55,3265.5,3298.15,3592.05,3624.7,1434.93
2451406,68762,2451417,6925,42038,916086,2134,39029,2653,1419906,3032,25805,13,14,2,3,124,631,71,4.17,6.71,5.09,115.02,361.39,296.07,476.41,21.68,0,9.23,361.39,383.07,370.62,392.3,65.32
2452070,35121,2452161,11199,47303,96834,7165,35143,78425,160424,4990,3556,29,1,20,4,88,632,56,92.05,135.31,21.64,6365.52,1211.84,5154.8,7577.36,109.06,0,3409.28,1211.84,1320.9,4621.12,4730.18,-3942.96
2452070,35121,2452163,4137,47303,96834,7165,35143,78425,160424,4990,3556,25,3,1,5,209,632,60,59.72,143.92,54.68,5354.4,3280.8,3583.2,8635.2,131.23,0,1899.6,3280.8,3412.03,5180.4,5311.63,-302.4
2452070,35121,2452095,5321,47303,96834,7165,35143,78425,160424,4990,3556,57,1,3,2,254,632,28,38.53,45.08,39.67,151.48,1110.76,1078.84,1262.24,0,0,428.96,1110.76,1110.76,1539.72,1539.72,31.92
2452070,35121,2452079,6369,47303,96834,7165,35143,78425,160424,4990,3556,55,15,1,1,211,632,72,1.73,4.39,1.27,224.64,91.44,124.56,316.08,1.82,0,107.28,91.44,93.26,198.72,200.54,-33.12
2452070,35121,2452172,3925,47303,96834,7165,35143,78425,160424,4990,3556,17,3,12,5,48,632,92,29.02,84.15,4.2,7355.4,386.4,2669.84,7741.8,9.27,154.56,3174,231.84,241.11,3405.84,3415.11,-2438
2452070,35121,2452148,7029,47303,96834,7165,35143,78425,160424,4990,3556,53,29,13,1,99,632,76,32.41,77.45,1.54,5769.16,117.04,2463.16,5886.2,9.36,0,2942.72,117.04,126.4,3059.76,3069.12,-2346.12
2452070,35121,2452169,11713,47303,96834,7165,35143,78425,160424,4990,3556,31,9,17,4,191,632,12,69.98,85.37,75.12,123,901.44,839.76,1024.44,81.12,0,512.16,901.44,982.56,1413.6,1494.72,61.68
2452070,35121,2452123,9533,47303,96834,7165,35143,78425,160424,4990,3556,9,9,2,2,19,632,62,2.4,4.77,0.19,283.96,11.78,148.8,295.74,0.47,0,115.32,11.78,12.25,127.1,127.57,-137.02
2452070,35121,2452157,7533,47303,96834,7165,35143,78425,160424,4990,3556,19,29,20,5,150,632,44,6.58,8.35,1.16,316.36,51.04,289.52,367.4,0.38,31.64,183.48,19.4,19.78,202.88,203.26,-270.12
2452070,35121,2452103,6769,47303,96834,7165,35143,78425,160424,4990,3556,55,13,19,3,27,632,74,41.79,90.26,31.59,4341.58,2337.66,3092.46,6679.24,116.88,0,3071.74,2337.66,2454.54,5409.4,5526.28,-754.8
2452070,35121,2452132,12403,47303,96834,7165,35143,78425,160424,4990,3556,1,27,14,4,7,632,73,17.29,40.97,35.64,389.09,2601.72,1262.17,2990.81,26.01,0,1016.16,2601.72,2627.73,3617.88,3643.89,1339.55
2452541,68948,2452606,5181,64261,79794,5727,8060,64261,79794,5727,8060,43,15,4,5,56,633,63,30.31,82.44,43.69,2441.25,2752.47,1909.53,5193.72,0,0,882.63,2752.47,2752.47,3635.1,3635.1,842.94
2452541,68948,2452621,6675,64261,79794,5727,8060,64261,79794,5727,8060,54,24,7,2,87,633,12,74.65,132.87,10.62,1467,127.44,895.8,1594.44,5.09,0,462.36,127.44,132.53,589.8,594.89,-768.36
2452541,68948,2452582,10488,64261,79794,5727,8060,64261,79794,5727,8060,25,25,6,1,299,633,29,7.44,16.29,14.49,52.2,420.21,215.76,472.41,33.61,0,188.79,420.21,453.82,609,642.61,204.45
2452541,68948,2452657,1947,64261,79794,5727,8060,64261,79794,5727,8060,36,7,17,3,246,633,19,62.12,89.45,42.93,883.88,815.67,1180.28,1699.55,40.78,0,288.8,815.67,856.45,1104.47,1145.25,-364.61
2452541,68948,2452582,9138,64261,79794,5727,8060,64261,79794,5727,8060,31,3,11,2,13,633,41,75.76,184.85,118.3,2728.55,4850.3,3106.16,7578.85,388.02,0,3486.23,4850.3,5238.32,8336.53,8724.55,1744.14
2452541,68948,2452647,13171,64261,79794,5727,8060,64261,79794,5727,8060,12,13,15,3,1,633,94,72.68,107.56,50.55,5358.94,4751.7,6831.92,10110.64,427.65,0,2426.14,4751.7,5179.35,7177.84,7605.49,-2080.22
2452541,68948,2452574,11275,64261,79794,5727,8060,64261,79794,5727,8060,54,19,3,1,56,633,77,81.48,141.77,68.04,5677.21,5239.08,6273.96,10916.29,0,0,1419.11,5239.08,5239.08,6658.19,6658.19,-1034.88
2452541,68948,2452558,15579,64261,79794,5727,8060,64261,79794,5727,8060,13,13,20,3,286,633,88,15.38,21.07,10.53,927.52,926.64,1353.44,1854.16,9.26,0,388.96,926.64,935.9,1315.6,1324.86,-426.8
2452541,68948,2452586,6645,64261,79794,5727,8060,64261,79794,5727,8060,36,19,2,4,46,633,7,4.88,13.95,4.6,65.45,32.2,34.16,97.65,1.28,0,8.75,32.2,33.48,40.95,42.23,-1.96
2451531,80776,2451560,17686,79107,645913,5872,39031,28208,1219993,6498,18156,10,28,4,3,72,634,21,22.32,66.73,56.72,210.21,1191.12,468.72,1401.33,0,0,504.42,1191.12,1191.12,1695.54,1695.54,722.4
2451531,80776,2451573,9146,79107,645913,5872,39031,28208,1219993,6498,18156,44,14,6,4,279,634,53,66.64,109.95,57.17,2797.34,3030.01,3531.92,5827.35,272.7,0,1107.17,3030.01,3302.71,4137.18,4409.88,-501.91
2451531,80776,2451552,2116,79107,645913,5872,39031,28208,1219993,6498,18156,52,20,15,4,83,634,51,54.28,83.04,53.97,1482.57,2752.47,2768.28,4235.04,27.52,0,719.61,2752.47,2779.99,3472.08,3499.6,-15.81
2451531,80776,2451644,6578,79107,645913,5872,39031,28208,1219993,6498,18156,52,8,10,3,126,634,15,97.95,106.76,105.69,16.05,1585.35,1469.25,1601.4,0,0,784.65,1585.35,1585.35,2370,2370,116.1
2451531,80776,2451612,14935,79107,645913,5872,39031,28208,1219993,6498,18156,7,4,2,4,113,634,75,83.64,140.51,56.2,6323.25,4215,6273,10538.25,84.3,0,105,4215,4299.3,4320,4404.3,-2058
2451531,80776,2451638,3484,79107,645913,5872,39031,28208,1219993,6498,18156,26,1,18,5,172,634,34,51.67,52.7,37.41,519.86,1271.94,1756.78,1791.8,89.03,0,125.12,1271.94,1360.97,1397.06,1486.09,-484.84
2451531,80776,2451533,2138,79107,645913,5872,39031,28208,1219993,6498,18156,14,10,1,1,81,634,85,87.88,195.09,93.64,8623.25,7959.4,7469.8,16582.65,0,0,7462.15,7959.4,7959.4,15421.55,15421.55,489.6
2451531,80776,2451624,14116,79107,645913,5872,39031,28208,1219993,6498,18156,56,14,4,5,116,634,87,77.03,144.81,144.81,0,12598.47,6701.61,12598.47,1007.87,0,2519.52,12598.47,13606.34,15117.99,16125.86,5896.86
2451531,80776,2451556,2749,79107,645913,5872,39031,28208,1219993,6498,18156,50,13,1,5,139,634,6,17.92,52.5,45.67,40.98,274.02,107.52,315,16.44,0,34.62,274.02,290.46,308.64,325.08,166.5
2451531,80776,2451551,5080,79107,645913,5872,39031,28208,1219993,6498,18156,14,8,15,5,252,634,21,75.41,210.39,25.24,3888.15,530.04,1583.61,4418.19,22.42,280.92,176.61,249.12,271.54,425.73,448.15,-1334.49
2451531,80776,2451606,6814,79107,645913,5872,39031,28208,1219993,6498,18156,8,16,20,1,162,634,60,27.38,27.38,0.54,1610.4,32.4,1642.8,1642.8,1.29,0,706.2,32.4,33.69,738.6,739.89,-1610.4
2451531,80776,2451628,16246,79107,645913,5872,39031,28208,1219993,6498,18156,20,1,18,3,8,634,72,59.92,121.63,2.43,8582.4,174.96,4314.24,8757.36,8.74,0,962.64,174.96,183.7,1137.6,1146.34,-4139.28
2451531,80776,2451537,13099,79107,645913,5872,39031,28208,1219993,6498,18156,44,10,9,2,285,634,9,68.28,157.04,98.93,522.99,890.37,614.52,1413.36,8.9,0,268.47,890.37,899.27,1158.84,1167.74,275.85
2450832,56671,2450847,6853,60756,519023,4137,4804,14156,763093,5056,20219,55,28,12,2,149,635,98,51.13,66.98,22.1,4398.24,2165.8,5010.74,6564.04,108.29,0,327.32,2165.8,2274.09,2493.12,2601.41,-2844.94
2450832,56671,2450892,13210,60756,519023,4137,4804,14156,763093,5056,20219,14,7,3,4,188,635,11,51.89,152.03,34.96,1287.77,384.56,570.79,1672.33,19.22,0,16.72,384.56,403.78,401.28,420.5,-186.23
2450832,56671,2450845,7244,60756,519023,4137,4804,14156,763093,5056,20219,13,10,18,5,102,635,36,87.2,113.36,100.89,448.92,3632.04,3139.2,4080.96,290.56,0,1346.4,3632.04,3922.6,4978.44,5269,492.84
2450832,56671,2450945,841,60756,519023,4137,4804,14156,763093,5056,20219,52,8,10,3,276,635,63,72.4,188.24,178.82,593.46,11265.66,4561.2,11859.12,261.36,7998.61,1541.61,3267.05,3528.41,4808.66,5070.02,-1294.15
2450832,56671,2450920,700,60756,519023,4137,4804,14156,763093,5056,20219,2,20,13,5,17,635,56,96.15,170.18,22.12,8291.36,1238.72,5384.4,9530.08,24.77,0,1905.68,1238.72,1263.49,3144.4,3169.17,-4145.68
2450832,56671,2450873,6898,60756,519023,4137,4804,14156,763093,5056,20219,38,7,5,1,37,635,70,63.72,189.88,51.26,9703.4,3588.2,4460.4,13291.6,215.29,0,5316.5,3588.2,3803.49,8904.7,9119.99,-872.2
2450832,56671,2450949,3076,60756,519023,4137,4804,14156,763093,5056,20219,1,22,3,1,22,635,43,3.4,7.2,5.4,77.4,232.2,146.2,309.6,13.93,0,43,232.2,246.13,275.2,289.13,86
2450832,56671,2450869,10213,60756,519023,4137,4804,14156,763093,5056,20219,46,19,16,2,178,635,18,5.18,13.67,9.56,73.98,172.08,93.24,246.06,5.16,0,29.52,172.08,177.24,201.6,206.76,78.84
2450832,56671,2450884,7220,60756,519023,4137,4804,14156,763093,5056,20219,44,19,20,5,100,635,16,9.23,18.55,16.88,26.72,270.08,147.68,296.8,10.8,0,53.28,270.08,280.88,323.36,334.16,122.4
2452474,7107,2452509,391,67154,1123073,4239,41358,67154,1123073,4239,41358,36,27,13,4,115,636,47,28.58,68.02,44.89,1087.11,2109.83,1343.26,3196.94,84.39,0,703.12,2109.83,2194.22,2812.95,2897.34,766.57
2452474,7107,2452491,21,67154,1123073,4239,41358,67154,1123073,4239,41358,51,27,12,5,211,636,74,91.51,243.41,4.86,17652.7,359.64,6771.74,18012.34,11.32,133.06,7744.84,226.58,237.9,7971.42,7982.74,-6545.16
2452474,7107,2452490,15517,67154,1123073,4239,41358,67154,1123073,4239,41358,39,1,2,3,131,636,48,23.13,68.92,31.01,1819.68,1488.48,1110.24,3308.16,133.96,0,65.76,1488.48,1622.44,1554.24,1688.2,378.24
2452474,7107,2452522,7975,67154,1123073,4239,41358,67154,1123073,4239,41358,54,12,15,2,296,636,5,75.04,191.35,156.9,172.25,784.5,375.2,956.75,62.76,0,363.55,784.5,847.26,1148.05,1210.81,409.3
2452474,7107,2452589,6066,67154,1123073,4239,41358,67154,1123073,4239,41358,3,21,10,4,248,636,95,4.46,9.41,2.07,697.3,196.65,423.7,893.95,15.73,0,383.8,196.65,212.38,580.45,596.18,-227.05
2452474,7107,2452589,11634,67154,1123073,4239,41358,67154,1123073,4239,41358,9,12,7,3,189,636,5,22.93,47.92,15.33,162.95,76.65,114.65,239.6,4.59,0,79.05,76.65,81.24,155.7,160.29,-38
2452474,7107,2452531,17286,67154,1123073,4239,41358,67154,1123073,4239,41358,39,3,14,1,98,636,89,93.11,185.28,81.52,9234.64,7255.28,8286.79,16489.92,362.76,0,4616.43,7255.28,7618.04,11871.71,12234.47,-1031.51
2452474,7107,2452541,10507,67154,1123073,4239,41358,67154,1123073,4239,41358,27,27,14,4,14,636,84,83.13,157.94,82.12,6368.88,6898.08,6982.92,13266.96,551.84,0,397.32,6898.08,7449.92,7295.4,7847.24,-84.84
2451902,29862,2451920,12679,21694,206859,3224,32389,99880,1865566,3203,28487,56,2,18,4,207,637,42,37.46,107.13,88.91,765.24,3734.22,1573.32,4499.46,3.73,3659.53,269.64,74.69,78.42,344.33,348.06,-1498.63
2451902,29862,2451984,12379,21694,206859,3224,32389,99880,1865566,3203,28487,41,25,2,1,153,637,57,91.49,252.51,58.07,11083.08,3309.99,5214.93,14393.07,66.19,0,5037.09,3309.99,3376.18,8347.08,8413.27,-1904.94
2451902,29862,2451961,6755,21694,206859,3224,32389,99880,1865566,3203,28487,7,26,17,2,210,637,13,53.87,151.91,103.29,632.06,1342.77,700.31,1974.83,7.25,1101.07,868.92,241.7,248.95,1110.62,1117.87,-458.61
2451902,29862,2451944,17672,21694,206859,3224,32389,99880,1865566,3203,28487,25,29,10,5,127,637,25,3.37,3.94,3.58,9,89.5,84.25,98.5,0.89,0,17.5,89.5,90.39,107,107.89,5.25
2451902,29862,2452004,12289,21694,206859,3224,32389,99880,1865566,3203,28487,8,25,8,3,28,637,8,59.27,148.17,96.31,414.88,770.48,474.16,1185.36,38.52,0,379.28,770.48,809,1149.76,1188.28,296.32
2451902,29862,2451982,12947,21694,206859,3224,32389,99880,1865566,3203,28487,38,2,4,1,158,637,82,32.37,95.49,92.62,235.34,7594.84,2654.34,7830.18,75.94,0,3288.2,7594.84,7670.78,10883.04,10958.98,4940.5
2451902,29862,2451984,13277,21694,206859,3224,32389,99880,1865566,3203,28487,29,23,19,1,123,637,71,62.81,126.87,74.85,3693.42,5314.35,4459.51,9007.77,265.71,0,450.14,5314.35,5580.06,5764.49,6030.2,854.84
2451902,29862,2451964,164,21694,206859,3224,32389,99880,1865566,3203,28487,50,23,8,4,7,637,92,87.63,176.13,95.11,7453.84,8750.12,8061.96,16203.96,280,3150.04,3564.08,5600.08,5880.08,9164.16,9444.16,-2461.88
2451902,29862,2451970,6962,21694,206859,3224,32389,99880,1865566,3203,28487,29,7,6,3,220,637,89,95.12,154.09,152.54,137.95,13576.06,8465.68,13714.01,407.28,0,2879.15,13576.06,13983.34,16455.21,16862.49,5110.38
2451902,29862,2452008,14803,21694,206859,3224,32389,99880,1865566,3203,28487,56,1,3,5,7,637,18,80.85,215.86,125.19,1632.06,2253.42,1455.3,3885.48,180.27,0,1359.9,2253.42,2433.69,3613.32,3793.59,798.12
2451902,29862,2451995,16475,21694,206859,3224,32389,99880,1865566,3203,28487,1,7,4,2,80,637,92,67.8,203.4,97.63,9730.84,8981.96,6237.6,18712.8,538.91,0,8420.76,8981.96,9520.87,17402.72,17941.63,2744.36
2451902,29862,2452019,7907,21694,206859,3224,32389,99880,1865566,3203,28487,56,13,2,2,105,637,94,66.28,161.72,109.96,4865.44,10336.24,6230.32,15201.68,12.4,9095.89,911.8,1240.35,1252.75,2152.15,2164.55,-4989.97
2451902,29862,2452011,11419,21694,206859,3224,32389,99880,1865566,3203,28487,20,5,2,1,23,637,29,77.72,97.92,63.64,994.12,1845.56,2253.88,2839.68,110.73,0,84.97,1845.56,1956.29,1930.53,2041.26,-408.32
2451902,29862,2452000,7736,21694,206859,3224,32389,99880,1865566,3203,28487,38,8,7,4,34,637,82,69.67,111.47,86.94,2011.46,7129.08,5712.94,9140.54,302.98,1069.36,1918.8,6059.72,6362.7,7978.52,8281.5,346.78
2452515,353,2452581,3097,22089,424389,6689,14589,57182,1517671,2821,45571,27,13,13,1,242,638,28,72.24,101.85,24.44,2167.48,684.32,2022.72,2851.8,13.68,0,427.56,684.32,698,1111.88,1125.56,-1338.4
2452515,353,2452619,2851,22089,424389,6689,14589,57182,1517671,2821,45571,60,24,14,1,228,638,18,78.03,92.85,44.56,869.22,802.08,1404.54,1671.3,72.18,0,33.3,802.08,874.26,835.38,907.56,-602.46
2452515,353,2452550,741,22089,424389,6689,14589,57182,1517671,2821,45571,43,21,10,4,128,638,56,58.38,110.92,63.22,2671.2,3540.32,3269.28,6211.52,141.61,0,745.36,3540.32,3681.93,4285.68,4427.29,271.04
2452515,353,2452534,24,22089,424389,6689,14589,57182,1517671,2821,45571,9,1,14,2,183,638,9,7.87,15.18,11.68,31.5,105.12,70.83,136.62,5.25,0,42.3,105.12,110.37,147.42,152.67,34.29
2452515,353,2452614,1405,22089,424389,6689,14589,57182,1517671,2821,45571,43,18,16,1,23,638,93,93.19,244.15,207.52,3406.59,19299.36,8666.67,22705.95,964.96,0,4086.42,19299.36,20264.32,23385.78,24350.74,10632.69
2452515,353,2452555,14949,22089,424389,6689,14589,57182,1517671,2821,45571,19,25,16,4,202,638,6,1.39,1.61,1.09,3.12,6.54,8.34,9.66,0,0,1.98,6.54,6.54,8.52,8.52,-1.8
2452515,353,2452606,3529,22089,424389,6689,14589,57182,1517671,2821,45571,43,13,12,4,269,638,97,67.61,161.58,138.95,2195.11,13478.15,6558.17,15673.26,943.47,0,2037,13478.15,14421.62,15515.15,16458.62,6919.98
2452515,353,2452560,3525,22089,424389,6689,14589,57182,1517671,2821,45571,13,3,14,1,61,638,95,74.58,132,99,3135,9405,7085.1,12540,564.3,0,2257.2,9405,9969.3,11662.2,12226.5,2319.9
2452515,353,2452560,4981,22089,424389,6689,14589,57182,1517671,2821,45571,12,18,2,5,138,638,5,10.36,11.49,0,57.45,0,51.8,57.45,0,0,20.65,0,0,20.65,20.65,-51.8
2452515,353,2452567,5485,22089,424389,6689,14589,57182,1517671,2821,45571,48,30,9,5,34,638,63,18.22,32.06,16.99,949.41,1070.37,1147.86,2019.78,24.72,717.14,484.47,353.23,377.95,837.7,862.42,-794.63
2452515,353,2452611,3327,22089,424389,6689,14589,57182,1517671,2821,45571,7,13,7,5,263,638,36,97.4,154.86,37.16,4237.2,1337.76,3506.4,5574.96,0,0,835.92,1337.76,1337.76,2173.68,2173.68,-2168.64
2452515,353,2452558,9858,22089,424389,6689,14589,57182,1517671,2821,45571,6,3,11,5,119,638,18,42.94,61.4,23.33,685.26,419.94,772.92,1105.2,37.79,0,33.12,419.94,457.73,453.06,490.85,-352.98
2451830,50887,2451898,12386,57221,1809169,6717,3112,73262,1781307,5676,18398,17,7,16,1,176,639,4,20.43,24.72,15.32,37.6,61.28,81.72,98.88,0.29,57.6,15.8,3.68,3.97,19.48,19.77,-78.04
