l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
7588,51766,6777,3,37,63557.12,0.02,0.01,A,F,3/19/1993,3/21/1993,4/8/1993,COLLECT COD,MAIL,"bold, ironic requests are "
7589,82787,5296,1,49,86719.22,0.1,0.05,N,O,5/17/1997,7/3/1997,6/4/1997,DELIVER IN PERSON,REG AIR,lowly special at
7589,197958,478,2,49,100741.55,0,0.07,N,O,6/18/1997,6/7/1997,6/24/1997,TAKE BACK RETURN,REG AIR,"express asymptotes sleep. final, "
7589,70776,777,3,5,8733.85,0.1,0.08,N,O,5/18/1997,6/24/1997,6/10/1997,COLLECT COD,SHIP,ld requests. slyly ironi
7589,123135,3136,4,24,27795.12,0,0.02,N,O,5/3/1997,7/9/1997,5/31/1997,DELIVER IN PERSON,REG AIR,lly against the carefully regular rea
7589,123690,8715,5,40,68547.6,0.01,0.04,N,O,6/25/1997,5/31/1997,7/23/1997,TAKE BACK RETURN,REG AIR, are quickly express deposits? silent p
7590,141005,3520,1,28,29288,0.08,0.07,N,O,8/2/1998,6/21/1998,8/13/1998,NONE,TRUCK,he final instruction
7590,68899,1406,2,22,41093.58,0.09,0.08,N,O,7/8/1998,6/5/1998,7/15/1998,COLLECT COD,AIR,efully unusual packages. quickly expre
7590,169479,7028,3,13,20130.11,0.04,0.04,N,O,5/9/1998,7/15/1998,5/18/1998,NONE,AIR,azzle slyly
7590,28933,3938,4,49,91234.57,0.04,0.02,N,O,5/1/1998,7/12/1998,5/5/1998,NONE,SHIP,thely pending requests 
7591,196412,1451,1,11,16592.51,0.01,0,R,F,6/13/1993,7/24/1993,6/20/1993,DELIVER IN PERSON,AIR,"lent requests according to the pending, e"
7591,91614,9142,2,17,27295.37,0.07,0.01,R,F,6/1/1993,6/24/1993,6/14/1993,DELIVER IN PERSON,RAIL,ackages affix evenly alongside of
7591,153969,3970,3,49,99125.04,0.1,0,A,F,6/4/1993,8/5/1993,6/12/1993,COLLECT COD,AIR,s deposits cajole. carefully e
7591,144104,9133,4,22,25258.2,0.05,0.03,R,F,7/11/1993,6/20/1993,8/7/1993,NONE,MAIL,grate slyly bold packages. blithely final
7591,148786,8787,5,41,75225.98,0.03,0.02,A,F,7/2/1993,7/21/1993,7/13/1993,TAKE BACK RETURN,SHIP,e carefully ironic ideas
7591,31660,6667,6,35,55708.1,0.05,0.08,R,F,5/21/1993,7/10/1993,5/28/1993,TAKE BACK RETURN,MAIL,g closely express requests. express req
7591,103332,863,7,7,9347.31,0.02,0.07,A,F,5/29/1993,6/14/1993,6/15/1993,COLLECT COD,MAIL,ironic asymptotes. packages inside t
7616,97460,9970,1,8,11659.68,0.01,0.05,R,F,12/2/1993,12/22/1993,12/5/1993,COLLECT COD,MAIL,ound the blithely regular packa
7616,9491,9492,2,29,40614.21,0.04,0.02,A,F,10/10/1993,12/6/1993,10/13/1993,DELIVER IN PERSON,MAIL,s after the furiously 
7616,103402,3403,3,29,40756.6,0.05,0.07,R,F,1/22/1994,12/10/1993,2/3/1994,NONE,RAIL,"y ironic excuses! careful, bold instr"
7617,51959,9475,1,47,89814.65,0.1,0.06,N,O,9/19/1998,9/9/1998,9/27/1998,NONE,AIR,"ggle regular, ironic depo"
7617,74829,9844,2,24,43291.68,0.1,0.04,N,O,7/31/1998,8/7/1998,8/18/1998,NONE,AIR,he furiously
7617,40280,281,3,28,34167.84,0.1,0.01,N,O,6/23/1998,8/18/1998,7/22/1998,DELIVER IN PERSON,MAIL,inal pinto beans. furiously ironic reque
7617,171534,6569,4,40,64221.2,0.05,0.01,N,O,8/8/1998,8/10/1998,8/17/1998,DELIVER IN PERSON,RAIL,ely silent ideas integrate fluff
7617,165963,996,5,44,89274.24,0.08,0.02,N,O,10/2/1998,8/16/1998,10/31/1998,NONE,FOB,re furiously. furiously silent reques
7617,132274,7301,6,44,57475.88,0.02,0.06,N,O,10/1/1998,9/9/1998,10/29/1998,COLLECT COD,AIR,unusual pinto beans.
7618,49934,4943,1,45,84776.85,0.08,0,R,F,1/19/1992,2/6/1992,2/12/1992,TAKE BACK RETURN,AIR,blithely r
7618,28438,8439,2,45,61489.35,0.02,0.03,R,F,5/1/1992,3/3/1992,5/12/1992,TAKE BACK RETURN,AIR,posits. carefully 
7618,154925,4926,3,28,55437.76,0.03,0.08,R,F,4/25/1992,2/18/1992,5/1/1992,DELIVER IN PERSON,MAIL,blithely ironic packages. final
7618,13720,1224,4,47,76784.84,0.04,0.03,R,F,2/5/1992,3/24/1992,2/11/1992,NONE,TRUCK,y express requests. slyly 
7618,190588,5627,5,22,36928.76,0.05,0.01,R,F,4/12/1992,3/2/1992,4/25/1992,TAKE BACK RETURN,SHIP, after the r
7618,198021,5579,6,15,16785.3,0.05,0.05,A,F,1/23/1992,2/9/1992,2/9/1992,NONE,TRUCK,ths. pinto beans use carefully. accounts 
7618,133376,916,7,24,33824.88,0.08,0.03,R,F,1/31/1992,3/9/1992,2/1/1992,TAKE BACK RETURN,FOB,ular instructio
7619,45399,2912,1,10,13443.9,0.1,0.01,A,F,12/11/1993,12/25/1993,12/19/1993,NONE,MAIL,d deposits. 
7619,18374,8375,2,26,33601.62,0.06,0.04,R,F,2/2/1994,12/29/1993,2/27/1994,TAKE BACK RETURN,TRUCK,ites among th
7619,4949,7450,3,39,72303.66,0.08,0.04,A,F,11/4/1993,1/6/1994,12/4/1993,TAKE BACK RETURN,TRUCK,en theodolites boost blithel
7620,124687,4688,1,3,5135.04,0.03,0.05,A,F,9/6/1994,8/14/1994,10/3/1994,COLLECT COD,REG AIR,he slyly unus
7621,92814,342,1,6,10840.86,0.07,0.02,N,O,6/8/1997,6/14/1997,6/21/1997,COLLECT COD,MAIL,express acc
7621,108731,1242,2,4,6958.92,0.07,0.06,N,O,6/17/1997,5/8/1997,6/30/1997,COLLECT COD,AIR,furiously 
7621,28259,8260,3,45,53426.25,0.01,0.04,N,O,6/15/1997,5/26/1997,6/26/1997,TAKE BACK RETURN,REG AIR,ic deposits use. slyly p
7621,136383,1410,4,14,19871.32,0.08,0.03,N,O,6/7/1997,6/30/1997,7/6/1997,COLLECT COD,RAIL,ng the slyly regular pinto bea
7622,83453,8470,1,31,44529.95,0.06,0.06,N,O,3/14/1998,4/20/1998,4/3/1998,COLLECT COD,REG AIR,"ular, even packages haggl"
7622,183367,922,2,24,34808.64,0.05,0,N,O,2/17/1998,4/14/1998,3/8/1998,TAKE BACK RETURN,TRUCK,"ges alongside of the ironic, idle f"
7623,80685,3194,1,34,56633.12,0.09,0.04,R,F,1/4/1995,1/15/1995,1/31/1995,NONE,FOB,es. deposits haggle blithely along 
7623,63696,3697,2,24,39832.56,0.02,0.02,R,F,12/21/1994,12/11/1994,1/11/1995,NONE,REG AIR,nder carefully special deposits. ca
7623,132078,7105,3,18,19981.26,0,0,A,F,11/24/1994,12/14/1994,12/6/1994,DELIVER IN PERSON,TRUCK,uctions? furiously iron
7623,29285,1788,4,45,54642.6,0.1,0.08,R,F,11/3/1994,12/10/1994,11/17/1994,NONE,SHIP,uctions. regular accounts wake 
7648,90832,833,1,9,16405.47,0.1,0.07,N,O,7/18/1997,7/4/1997,8/11/1997,TAKE BACK RETURN,REG AIR,urts sleep. fluffily unusual frets hinder 
7649,48223,5736,1,34,39821.48,0.02,0.07,N,O,7/18/1995,9/24/1995,8/11/1995,NONE,AIR,cording to the slyly express deposits. pac
7649,73487,5995,2,32,46735.36,0.06,0.04,N,O,10/16/1995,9/5/1995,10/31/1995,COLLECT COD,TRUCK,"nt, bold pinto beans must use within"
7649,94285,6795,3,7,8954.96,0.05,0.06,N,O,7/27/1995,8/19/1995,8/2/1995,COLLECT COD,FOB,ly even accounts. furiously even 
7649,36664,4174,4,35,56023.1,0.05,0.04,N,O,8/14/1995,8/25/1995,9/11/1995,NONE,FOB,ngside of the furious
7650,94066,6576,1,14,14840.84,0.03,0.08,R,F,4/14/1995,5/11/1995,5/6/1995,NONE,SHIP,he quickly final idea
7650,158843,6389,2,27,51349.68,0.06,0.02,N,F,6/16/1995,5/28/1995,7/6/1995,DELIVER IN PERSON,MAIL,"n, ironic frets impress ironic requests. "
7651,146190,6191,1,47,58100.93,0.1,0.06,R,F,5/2/1995,3/6/1995,5/14/1995,TAKE BACK RETURN,MAIL,"ual, final Tiresias. escapa"
7652,198215,5773,1,25,32830.25,0,0.06,R,F,2/19/1994,3/4/1994,3/6/1994,TAKE BACK RETURN,RAIL,e carefully. ironic accounts cajole e
7653,100178,7709,1,10,11781.7,0.03,0.03,A,F,4/29/1992,5/11/1992,5/18/1992,TAKE BACK RETURN,AIR,ccording to the unusual instructions. slyly
7653,87168,7169,2,38,43896.08,0.06,0.05,R,F,3/21/1992,5/8/1992,4/2/1992,TAKE BACK RETURN,SHIP,dependencies cajole
7653,29825,2328,3,16,28077.12,0.05,0.04,R,F,5/23/1992,4/4/1992,6/8/1992,COLLECT COD,AIR,nal accounts after the furiousl
7653,63815,1334,4,41,72931.21,0.01,0.04,R,F,3/30/1992,5/26/1992,4/5/1992,NONE,SHIP,express fo
7654,184413,4414,1,6,8984.46,0.1,0.02,A,F,5/19/1993,4/26/1993,6/12/1993,TAKE BACK RETURN,RAIL,es affix furiously
7654,17248,7249,2,31,36122.44,0.02,0.01,A,F,3/22/1993,4/29/1993,4/4/1993,DELIVER IN PERSON,FOB, around the furiously c
7654,84251,6760,3,10,12352.5,0.07,0.01,A,F,4/21/1993,3/24/1993,5/4/1993,DELIVER IN PERSON,SHIP,r the even accounts boost c
7654,191054,1055,4,5,5725.25,0.09,0.03,A,F,5/1/1993,4/4/1993,5/25/1993,TAKE BACK RETURN,MAIL, final accounts. theodolites cajole bl
7654,34587,7091,5,24,36517.92,0.09,0.04,R,F,2/15/1993,4/11/1993,3/4/1993,COLLECT COD,FOB,ng the carefully even accounts.
7654,88950,3967,6,47,91130.65,0.07,0.03,R,F,5/10/1993,3/26/1993,6/4/1993,DELIVER IN PERSON,REG AIR, requests. express requests cajo
7655,79689,2197,1,4,6674.72,0.04,0.01,R,F,5/28/1993,4/8/1993,6/26/1993,DELIVER IN PERSON,REG AIR, ironic reque
7655,131518,1519,2,41,63529.91,0,0,A,F,2/15/1993,4/14/1993,3/4/1993,COLLECT COD,RAIL, the busily even accoun
7680,104983,2514,1,13,25843.74,0.05,0.04,A,F,4/15/1995,6/7/1995,5/8/1995,NONE,RAIL,g deposits nag c
7680,40177,7690,2,46,51389.82,0.01,0.03,N,O,7/15/1995,5/26/1995,7/18/1995,DELIVER IN PERSON,TRUCK,l instructions are slyly. eve
7680,46148,1157,3,35,38294.9,0.07,0.08,N,O,7/5/1995,7/4/1995,7/29/1995,TAKE BACK RETURN,FOB,requests. furiously i
7680,8265,5766,4,26,30504.76,0.05,0.05,N,O,8/1/1995,5/29/1995,8/17/1995,TAKE BACK RETURN,RAIL,ts are. furiousl
7680,94153,4154,5,36,41297.4,0.03,0.06,N,O,7/25/1995,7/6/1995,8/11/1995,NONE,SHIP,lve pending foxes. sly
7680,23137,644,6,48,50886.24,0.09,0.08,N,O,7/6/1995,5/24/1995,8/3/1995,DELIVER IN PERSON,RAIL,ents cajole carefully above the spec
7680,50308,5319,7,32,40265.6,0,0.05,R,F,6/8/1995,5/22/1995,6/10/1995,TAKE BACK RETURN,MAIL,requests about the express request
7681,124139,9164,1,4,4652.52,0.04,0.05,A,F,1/7/1994,2/12/1994,2/4/1994,COLLECT COD,MAIL,lar accounts. fluff
7681,192923,2924,2,30,60477.6,0.04,0.01,R,F,3/11/1994,3/9/1994,3/24/1994,TAKE BACK RETURN,REG AIR,ly regular accounts affix blithely
7682,60101,2608,1,16,16977.6,0.03,0.08,N,O,2/9/1998,11/21/1997,3/2/1998,TAKE BACK RETURN,TRUCK,ep slyly after the sile
7682,106606,4137,2,12,19351.2,0.1,0.06,N,O,12/6/1997,12/1/1997,1/3/1998,DELIVER IN PERSON,AIR,"iously final, ironic instructions. slyly pe"
7682,125328,353,3,15,20299.8,0,0.04,N,O,12/31/1997,12/16/1997,1/16/1998,NONE,REG AIR,ly ironic 
7683,94988,7498,1,14,27761.72,0.03,0.04,N,O,4/25/1998,5/8/1998,5/3/1998,COLLECT COD,RAIL, requests about the instructions use furio
7683,49502,4511,2,49,71123.5,0,0.05,N,O,6/5/1998,4/12/1998,6/11/1998,COLLECT COD,SHIP,. slyly unusual 
7683,179762,2280,3,29,53411.04,0.04,0.05,N,O,5/24/1998,5/10/1998,6/8/1998,NONE,AIR,s across the blithely final r
7683,44461,1974,4,34,47785.64,0.1,0.05,N,O,5/20/1998,3/28/1998,6/13/1998,DELIVER IN PERSON,AIR,uriously regular deposits against the s
7684,112844,7867,1,46,85414.64,0.03,0.02,R,F,2/9/1992,3/23/1992,2/25/1992,NONE,REG AIR,lar ideas. slyly special instructions a
7684,161668,1669,2,39,67456.74,0.03,0.07,R,F,5/15/1992,3/7/1992,6/14/1992,NONE,RAIL,. slyly final pinto beans alongsid
7684,150171,5202,3,47,57394.99,0.1,0.02,A,F,3/31/1992,3/14/1992,4/29/1992,NONE,AIR,even accounts are furio
7684,112294,9828,4,36,47026.44,0.03,0.01,A,F,3/28/1992,3/31/1992,4/1/1992,NONE,AIR,thrash at the req
7685,51604,1605,1,32,49779.2,0.1,0.02,N,O,6/3/1998,4/27/1998,6/5/1998,DELIVER IN PERSON,AIR,onic packages. blithely expre
7685,106097,1118,2,33,36401.97,0.03,0.06,N,O,5/24/1998,4/17/1998,6/1/1998,NONE,RAIL,luffily above the fur
7685,161687,4204,3,3,5246.04,0.08,0.07,N,O,4/18/1998,4/9/1998,5/10/1998,COLLECT COD,FOB,y pending braids. deposits wa
7685,57315,7316,4,22,27990.82,0.07,0.08,N,O,5/11/1998,4/5/1998,6/1/1998,NONE,AIR,r platelets
7685,86482,1499,5,35,51396.8,0.06,0,N,O,6/9/1998,5/14/1998,6/10/1998,NONE,SHIP,final requests. furiously ironic ins
7685,101818,1819,6,10,18198.1,0.04,0.06,N,O,4/18/1998,4/9/1998,5/10/1998,TAKE BACK RETURN,RAIL, accounts. packages sublate slyly. ideas 
7685,48014,5527,7,20,19240.2,0.07,0.08,N,O,6/18/1998,4/27/1998,6/26/1998,TAKE BACK RETURN,FOB,y ironic foxe
7686,165054,5055,1,3,3357.15,0.01,0.04,R,F,7/1/1994,8/8/1994,7/18/1994,DELIVER IN PERSON,SHIP,. ironic ideas boost quickly expr
7686,61080,1081,2,49,51012.92,0.03,0.08,R,F,6/15/1994,7/30/1994,7/10/1994,DELIVER IN PERSON,REG AIR,s. regularly pen
7686,162651,7684,3,38,65118.7,0.08,0.05,R,F,7/1/1994,8/2/1994,7/8/1994,NONE,REG AIR,ithely bold dol
7687,39653,2157,1,27,43001.55,0.1,0.07,R,F,3/30/1993,5/29/1993,4/15/1993,NONE,RAIL,mong the bravely bold ideas! id
7687,33870,3871,2,29,52312.23,0.02,0.07,A,F,4/10/1993,4/17/1993,4/24/1993,DELIVER IN PERSON,REG AIR,fully final packages
7687,36643,6644,3,26,41070.64,0.09,0.07,R,F,3/25/1993,4/18/1993,4/5/1993,DELIVER IN PERSON,SHIP,. instructions nag. furious
7687,53826,3827,4,49,87211.18,0.1,0.03,R,F,5/25/1993,5/13/1993,6/9/1993,TAKE BACK RETURN,REG AIR, at the blithely e
7687,49874,4883,5,33,60187.71,0.01,0.08,R,F,5/13/1993,4/17/1993,6/3/1993,TAKE BACK RETURN,RAIL,"ccounts. silent, car"
7687,32251,9761,6,33,39047.25,0.04,0.04,A,F,3/28/1993,5/4/1993,4/13/1993,TAKE BACK RETURN,AIR,ans are carefully. slyly
7687,36023,8527,7,49,46991.98,0.04,0,A,F,5/25/1993,5/17/1993,5/31/1993,DELIVER IN PERSON,FOB,c pinto beans
7712,34679,2189,1,42,67774.14,0.06,0.03,N,O,10/26/1996,11/29/1996,11/12/1996,COLLECT COD,RAIL,encies haggle am
7713,50514,3020,1,26,38077.26,0.09,0.08,N,O,4/5/1996,4/14/1996,4/18/1996,DELIVER IN PERSON,REG AIR,ts. regular packages sleep slyly. 
7714,197881,2920,1,21,41556.48,0.08,0.04,N,O,8/4/1996,9/2/1996,8/5/1996,DELIVER IN PERSON,SHIP,furiously above 
7714,185861,898,2,30,58405.8,0.04,0.03,N,O,9/1/1996,8/19/1996,9/16/1996,NONE,TRUCK,y final deposits. ideas after
7714,164768,2317,3,18,32989.68,0.09,0,N,O,7/28/1996,8/30/1996,8/7/1996,COLLECT COD,AIR,larly special notornis wake acros
7714,55345,7851,4,9,11703.06,0.1,0.03,N,O,10/11/1996,9/15/1996,10/22/1996,COLLECT COD,MAIL,lithely final theodolite
7714,173069,5587,5,20,22841.2,0.04,0.04,N,O,9/12/1996,8/10/1996,10/5/1996,COLLECT COD,FOB,lly. slyly sil
7715,196716,4274,1,22,39879.62,0.03,0.02,R,F,10/14/1993,9/18/1993,10/15/1993,COLLECT COD,FOB,express deposits sleep. final ideas c
7715,189539,4576,2,38,61884.14,0.07,0.03,R,F,10/1/1993,10/24/1993,10/6/1993,COLLECT COD,MAIL,ix blithely ironic accounts. even in
7715,175334,369,3,28,39461.24,0.09,0.04,A,F,11/9/1993,10/5/1993,11/16/1993,NONE,SHIP,nding accounts cajole q
7716,125481,506,1,47,70804.56,0.04,0.03,N,O,1/3/1996,2/15/1996,1/30/1996,NONE,REG AIR,tructions sleep fluf
7716,151035,6066,2,47,51043.41,0.09,0.03,N,O,2/27/1996,1/29/1996,3/3/1996,NONE,RAIL, quickly carefully ev
7716,37643,5153,3,3,4741.92,0.09,0.06,N,O,1/31/1996,3/21/1996,2/29/1996,COLLECT COD,MAIL,ly ironic deposits. furiously blithe dep
7716,53666,3667,4,31,50209.46,0.05,0.07,N,O,1/6/1996,1/25/1996,1/25/1996,NONE,REG AIR,ckly ironic dependencies af
7717,164171,9204,1,15,18527.55,0,0.04,N,O,12/4/1996,10/5/1996,12/7/1996,COLLECT COD,FOB,y silent theod
7717,7741,5242,2,35,57705.9,0.03,0.04,N,O,12/2/1996,10/6/1996,12/3/1996,DELIVER IN PERSON,MAIL,nts along the slyly bold p
7717,92814,342,3,45,81306.45,0.02,0.06,N,O,12/1/1996,11/10/1996,12/9/1996,NONE,FOB,y even foxes. blithe
7717,115036,7548,4,25,26275.75,0.02,0.08,N,O,11/16/1996,10/25/1996,12/13/1996,DELIVER IN PERSON,AIR,ully ironic accounts. express asymptotes 
7717,195101,140,5,2,2392.2,0,0.02,N,O,12/23/1996,11/3/1996,1/15/1997,DELIVER IN PERSON,REG AIR,sual foxes: regular cou
7718,29004,1507,1,8,7464,0.04,0.07,N,O,3/15/1998,4/7/1998,3/19/1998,DELIVER IN PERSON,AIR,"even, regular asymptotes."
7718,64270,1789,2,3,3702.81,0.09,0,N,O,4/6/1998,4/19/1998,4/25/1998,DELIVER IN PERSON,SHIP, theodolites. furiously 
7718,182596,5115,3,45,75536.55,0,0.06,N,O,3/11/1998,4/16/1998,3/14/1998,TAKE BACK RETURN,REG AIR, after the fluffi
7718,76783,9291,4,34,59832.52,0.09,0.04,N,O,3/31/1998,4/5/1998,4/19/1998,NONE,REG AIR, instructions are b
7718,87393,2410,5,13,17945.07,0.04,0.01,N,O,3/28/1998,3/23/1998,4/5/1998,DELIVER IN PERSON,SHIP,"special, even deposits boost quickly final"
7719,71224,3732,1,4,4780.88,0.03,0.03,A,F,3/31/1994,6/5/1994,4/3/1994,TAKE BACK RETURN,REG AIR, slyly unusual packages eat slyly unu
7744,70504,3012,1,18,26541,0,0.01,A,F,3/7/1995,12/30/1994,3/30/1995,TAKE BACK RETURN,AIR,es are idly. sly
7744,154735,4736,2,20,35794.6,0.09,0.04,A,F,12/5/1994,2/10/1995,12/24/1994,NONE,MAIL,ding accounts cajole slyly ironic foxes: 
7744,17533,5037,3,14,20307.42,0.06,0,R,F,3/10/1995,1/11/1995,3/13/1995,COLLECT COD,FOB,c excuses hagg
7744,67901,408,4,17,31771.3,0.02,0,A,F,2/9/1995,2/3/1995,2/17/1995,DELIVER IN PERSON,SHIP,r asymptotes are bold
7744,7306,2307,5,14,16986.2,0.03,0.03,A,F,2/17/1995,1/17/1995,2/18/1995,NONE,FOB,oss the furiously ironic pi
7744,181950,1951,6,27,54862.65,0.09,0.02,R,F,2/23/1995,1/15/1995,3/25/1995,NONE,SHIP,"onic foxes across the final, silent"
7744,31614,1615,7,42,64915.62,0,0.06,R,F,12/28/1994,1/9/1995,1/3/1995,COLLECT COD,SHIP, furiously ironic depen
7745,133147,3148,1,16,18882.24,0.07,0.07,A,F,4/10/1994,5/23/1994,5/1/1994,NONE,REG AIR,ly above the regular accoun
7745,195267,306,2,46,62663.96,0.07,0.04,R,F,5/10/1994,5/17/1994,6/9/1994,TAKE BACK RETURN,MAIL,"ss, special accoun"
7745,45339,7844,3,15,19264.95,0.02,0.08,R,F,4/3/1994,5/2/1994,4/21/1994,NONE,SHIP,ly bold escapades sleep
7745,2569,70,4,41,60333.96,0,0.06,R,F,6/21/1994,5/15/1994,7/17/1994,COLLECT COD,REG AIR,lly furiously final accounts. thinly
7745,173428,3429,5,36,54051.12,0.05,0.01,A,F,6/1/1994,5/7/1994,6/3/1994,NONE,AIR, theodolites.
7746,156184,3730,1,11,13641.98,0.06,0.02,A,F,2/21/1994,2/4/1994,3/20/1994,DELIVER IN PERSON,AIR,ests. blithely iron
7746,171958,6993,2,44,89317.8,0.03,0.06,R,F,12/10/1993,2/25/1994,12/12/1993,COLLECT COD,MAIL,sts haggle-- slyly spec
7746,81632,9157,3,24,38727.12,0.09,0.04,A,F,3/14/1994,1/30/1994,3/22/1994,DELIVER IN PERSON,SHIP,ing requests; sometimes regular depos
7746,184336,4337,4,36,51131.88,0.1,0.06,R,F,2/13/1994,1/17/1994,3/13/1994,COLLECT COD,REG AIR,tructions around the 
7747,7877,5378,1,41,73179.67,0.02,0.06,R,F,6/12/1992,7/14/1992,6/23/1992,COLLECT COD,FOB,ial grouches. slyly ironic fo
7748,117526,7527,1,40,61740.8,0.02,0.02,N,O,5/13/1998,4/8/1998,6/5/1998,COLLECT COD,REG AIR,", final pinto "
7749,173337,3338,1,50,70516.5,0.06,0.01,R,F,11/11/1993,12/10/1993,11/21/1993,TAKE BACK RETURN,SHIP, foxes sleep above the slyly final d
7749,59478,6994,2,31,44561.57,0.06,0.04,R,F,9/30/1993,12/19/1993,10/4/1993,NONE,TRUCK, ideas wake carefully express packages. fu
7749,38379,3386,3,33,43473.21,0.02,0.07,A,F,10/4/1993,11/4/1993,10/31/1993,NONE,MAIL,usly final requests. even depen
7749,25572,577,4,16,23961.12,0.04,0.02,R,F,10/4/1993,10/26/1993,10/18/1993,DELIVER IN PERSON,FOB,"ly close platelets cajole. final, even "
7749,181730,1731,5,10,18117.3,0.09,0.05,A,F,12/14/1993,10/23/1993,12/25/1993,NONE,SHIP,r deposits are slyly ir
7750,134430,1970,1,2,2928.86,0.05,0.06,R,F,2/3/1993,3/20/1993,2/16/1993,COLLECT COD,SHIP, are. special pinto beans haggl
7750,163986,6503,2,33,67649.34,0.03,0.08,R,F,12/31/1992,1/26/1993,1/27/1993,TAKE BACK RETURN,TRUCK,ress deposits.
7750,109219,9220,3,11,13510.31,0.01,0.07,R,F,4/18/1993,3/14/1993,5/8/1993,TAKE BACK RETURN,AIR, boost permanently accordin
7750,30186,7696,4,44,49111.92,0.07,0,R,F,3/18/1993,3/15/1993,3/25/1993,NONE,TRUCK,. blithely entici
7751,183370,5889,1,31,45054.47,0.02,0.01,R,F,12/28/1992,2/7/1993,1/14/1993,NONE,AIR,ep fluffily accordi
7751,89088,1597,2,10,10770.8,0.1,0.01,A,F,2/16/1993,2/5/1993,2/21/1993,NONE,TRUCK,odolites integrate. slyly regular
7751,91944,4454,3,29,56142.26,0.04,0.02,A,F,3/26/1993,1/31/1993,4/8/1993,TAKE BACK RETURN,RAIL,leep slyly daringly brave requests. furiou
7776,11739,4241,1,30,49521.9,0.09,0.03,R,F,3/28/1994,5/23/1994,4/23/1994,TAKE BACK RETURN,SHIP,al deposits sleep carefully again
7776,96089,8599,2,2,2170.16,0.04,0.05,R,F,6/14/1994,5/31/1994,6/28/1994,NONE,FOB, blithely final 
7776,158434,8435,3,16,23878.88,0.05,0.05,A,F,4/28/1994,6/13/1994,5/11/1994,DELIVER IN PERSON,REG AIR,nding packages are! slyly
7776,187834,353,4,19,36514.77,0.09,0.01,R,F,4/13/1994,6/5/1994,4/19/1994,NONE,FOB,nwind even grou
7776,122038,2039,5,2,2120.06,0.04,0,R,F,4/15/1994,5/7/1994,5/13/1994,TAKE BACK RETURN,FOB,packages run furiously above the pend
7776,85047,5048,6,42,43345.68,0.04,0.07,A,F,3/23/1994,5/18/1994,4/11/1994,NONE,SHIP,uses. ideas wake slyly fluffily pending
7777,17483,9985,1,27,37812.96,0.05,0.06,N,O,5/17/1998,4/6/1998,5/25/1998,COLLECT COD,TRUCK,regular ideas cajole carefu
7777,33329,839,2,48,60591.36,0.08,0.08,N,O,5/16/1998,4/29/1998,6/3/1998,TAKE BACK RETURN,SHIP, boost fluffily. furiously bol
7778,195644,3202,1,6,10437.84,0.03,0.04,R,F,3/1/1995,2/9/1995,3/11/1995,DELIVER IN PERSON,REG AIR,t the theodolites. final theodolite
7778,184621,9658,2,18,30701.16,0.06,0.03,A,F,1/17/1995,2/12/1995,2/8/1995,DELIVER IN PERSON,REG AIR,ts boost across the slyly fina
7778,121895,4408,3,16,30670.24,0.04,0.05,R,F,12/12/1994,1/17/1995,12/26/1994,NONE,AIR,e carefully-- furiously even requests
7778,79474,9475,4,23,33429.81,0.01,0.06,R,F,3/2/1995,12/26/1994,3/23/1995,NONE,AIR,s are carefully past the slo
7778,103212,8233,5,41,49823.61,0.1,0.08,A,F,12/19/1994,12/25/1994,1/5/1995,DELIVER IN PERSON,FOB,"ronic, regular "
7779,50054,2560,1,31,31125.55,0.03,0.01,N,O,7/19/1995,6/28/1995,8/14/1995,TAKE BACK RETURN,REG AIR, pinto bean
7779,49421,6934,2,44,60298.48,0.04,0.08,N,O,8/10/1995,6/23/1995,8/19/1995,DELIVER IN PERSON,MAIL,lar packages cajole. quickly 
7779,15959,3463,3,13,24374.35,0.1,0.01,N,O,8/7/1995,6/30/1995,8/26/1995,TAKE BACK RETURN,MAIL, against the sly
7779,11497,6500,4,25,35212.25,0.03,0.04,N,O,8/1/1995,7/14/1995,8/14/1995,DELIVER IN PERSON,TRUCK,". ironic, regula"
7779,21664,6669,5,15,23784.9,0.09,0.03,N,O,8/19/1995,6/30/1995,9/1/1995,DELIVER IN PERSON,RAIL,"ong the regular, final asym"
7780,54328,1844,1,28,35904.96,0,0,N,O,2/26/1998,3/29/1998,3/20/1998,TAKE BACK RETURN,SHIP,es affix carefully across the 
7781,190901,5940,1,13,25894.7,0.02,0.08,N,O,6/5/1998,8/20/1998,6/17/1998,COLLECT COD,MAIL,. bold requests cajol
7782,10534,3036,1,41,59225.73,0.01,0.07,A,F,7/25/1994,8/20/1994,7/31/1994,COLLECT COD,TRUCK,ts. carefully regular pl
7782,40634,635,2,26,40940.38,0.06,0.05,R,F,8/27/1994,8/13/1994,9/19/1994,TAKE BACK RETURN,TRUCK,sts snooze about the bl
7782,135404,5405,3,23,33106.2,0.09,0.08,R,F,10/21/1994,9/5/1994,10/27/1994,TAKE BACK RETURN,FOB,rns haggle blithely. slyly special depo
7782,133282,3283,4,35,46034.8,0.05,0.01,R,F,7/17/1994,8/22/1994,8/1/1994,NONE,FOB,ash quickl
