o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
36994,111040,O,315743.82,6/18/1995,5-LOW,Clerk#000000143,0, slyly carefully stealthy foxes. qui
36995,97676,F,64545.54,12/19/1993,4-NOT SPECIFIED,Clerk#000000521,0,tions are. quickly express packages are furiou
36996,25444,O,16611,9/30/1995,5-LOW,Clerk#000000189,0, ironic requests. ideas sleep boldly final instructions. quic
36997,109318,F,109894.05,12/6/1993,4-NOT SPECIFIED,Clerk#000000958,0,egrate quickly. slyly blithe accounts cajole after the careful
36998,82204,F,202357.31,9/30/1992,5-LOW,Clerk#000000405,0,ding foxes. carefully reg
36999,86416,F,220537.05,12/13/1994,3-MEDIUM,Clerk#000000225,0,ic packages are blithely quickly pending acco
37024,92479,F,179718.17,7/11/1992,5-LOW,Clerk#000000090,0,ress deposits. regular deposits affix furiously regular instru
37025,138656,F,284624.72,11/11/1994,2-HIGH,Clerk#000000357,0,"s. ironic, special packages shall have to cajole. even packages cajole"
37026,133168,O,179974.05,3/28/1997,1-URGENT,Clerk#000000182,0,quests use fluffily quickly express theodoli
37027,121444,O,213601.95,2/27/1998,3-MEDIUM,Clerk#000000851,0,packages are among the fluffily ironic theodoli
37028,36544,O,49040.36,5/9/1998,1-URGENT,Clerk#000000579,0,ckages are thinly quickly regular instructions. quickly even 
37029,75560,O,163958.84,9/17/1997,3-MEDIUM,Clerk#000000439,0,refully. carefully regular requests according to the pending theodolites 
37030,28583,O,5000.08,8/25/1995,1-URGENT,Clerk#000000690,0,ironic requests. blithely special requests against 
37031,91534,O,51128.65,8/9/1995,1-URGENT,Clerk#000000652,0,gular theodolites haggle a
37056,144224,F,134540.47,7/26/1993,3-MEDIUM,Clerk#000000415,0,dencies. slyly regular excuses cajole blithely bold deposit
37057,113485,O,324689.46,1/21/1998,5-LOW,Clerk#000000095,0,into beans wake alongside of the unusual excuses. ideas 
37058,61273,O,133425.4,2/3/1996,3-MEDIUM,Clerk#000000503,0,nal requests. regular mu
37059,62255,O,147736.12,12/15/1997,3-MEDIUM,Clerk#000000471,0,d the carefully even foxes. slyly ironic deposits cajole sl
37060,59548,O,246582.98,3/16/1996,3-MEDIUM,Clerk#000000767,0, asymptotes are quickly above the foxes. carefully special asymptotes det
37061,19283,O,235521.18,6/18/1996,5-LOW,Clerk#000000962,0,sly bold instructions befo
37062,79619,F,85737.97,11/7/1993,1-URGENT,Clerk#000000071,0,sly slow deposits cajole fluffily regular orbits. silen
37063,144244,F,71577.95,12/10/1992,4-NOT SPECIFIED,Clerk#000000621,0,usly express theodolites. slyly fi
37088,4171,O,137635.98,9/5/1997,5-LOW,Clerk#000000406,0,uickly regular dependencies haggl
37089,30115,O,69444.54,5/2/1997,5-LOW,Clerk#000000268,0,along the furiously quick packages. regular accounts x-ray. carefully ironic d
37090,15293,O,63459.1,3/18/1998,5-LOW,Clerk#000000294,0,al accounts dazzle fluffily according to the deposits. quickly
37091,74981,F,131387.28,11/27/1993,2-HIGH,Clerk#000000839,0,s sleep carefully among the furiously regular ide
37092,46789,O,241182.79,7/31/1996,2-HIGH,Clerk#000000256,0,al waters. furiously regular gifts
37093,54376,F,84885.8,12/4/1993,5-LOW,Clerk#000000274,0,usly sly packages serve blithely according to th
37094,74615,O,82813.44,2/16/1997,1-URGENT,Clerk#000000484,0,en platelets kindle. qui
37095,42614,F,343079.07,3/11/1994,5-LOW,Clerk#000000471,0,ly carefully even accounts
37120,110239,O,188920.19,6/18/1996,4-NOT SPECIFIED,Clerk#000000576,0, bold packages. regular asymptotes haggle. blithely even packages wake ca
37121,107869,O,14351.41,3/16/1995,4-NOT SPECIFIED,Clerk#000000416,0,"ding to the final, regular asymptotes. furiously special packages wake slyly"
37122,50515,O,27398.01,6/21/1996,4-NOT SPECIFIED,Clerk#000000973,0,lithely regular accounts.
37123,3115,F,182725.07,2/19/1992,2-HIGH,Clerk#000000090,0,carefully platelets. furiously regular somas use: 
37124,124471,F,153179.97,3/31/1992,5-LOW,Clerk#000000399,0,ngage. blithely fluffy warthogs wake alongside of the furiously furiou
37125,69329,F,114854.74,1/15/1993,2-HIGH,Clerk#000000057,0, ironic deposits. silent theodolites at the fluffily special ideas detect care
37126,9665,O,246165.62,7/1/1998,4-NOT SPECIFIED,Clerk#000000225,0,its was blithely blithely unusual accounts. even requests sleep c
37127,127474,F,356035.83,10/3/1993,2-HIGH,Clerk#000000918,0,s affix final packages. unusu
37152,143248,P,134088.74,5/23/1995,3-MEDIUM,Clerk#000000977,0,inal packages. carefully unusual packages across the furiously regula
37153,57181,O,188129.86,7/15/1996,3-MEDIUM,Clerk#000000801,0,final excuses boost carefully blithely final dependencies. quickly sly accou
37154,116441,O,20178.41,5/1/1996,3-MEDIUM,Clerk#000000817,0,blithely about the slyly final asymptotes. furiously regular accounts use 
37155,107176,O,78181.92,3/21/1997,1-URGENT,Clerk#000000837,0,ideas are busily even requests. blithely 
37156,84289,F,49139.11,9/18/1992,5-LOW,Clerk#000000533,0, alongside of the slyly even braids. furiously thi
37157,37897,F,163251.2,2/21/1993,2-HIGH,Clerk#000000552,0,s are slyly. slyly regular accounts are regul
37158,34123,F,292744.47,9/23/1992,5-LOW,Clerk#000000494,0,pinto beans. fluffily 
37159,52126,F,263764.31,4/30/1993,2-HIGH,Clerk#000000917,0,e theodolites boost blithely slyly ironic accounts. 
37184,59624,P,24458.81,3/12/1995,2-HIGH,Clerk#000000628,0,l pinto beans should cajole furiously. final requests nee
37185,92287,F,219066.71,11/1/1992,2-HIGH,Clerk#000000134,0,iously even accounts use 
37186,44050,O,165846.97,5/12/1996,3-MEDIUM,Clerk#000000621,0,as detect carefully. carefully regular packages past the slyly regul
37187,69070,O,67407.91,7/11/1995,1-URGENT,Clerk#000000140,0,ly express packages. carefully pending courts after the slyly unu
37188,139501,F,166815.28,3/5/1992,1-URGENT,Clerk#000000619,0, behind the slyly special instructions sle
37189,81415,F,113667.48,6/13/1992,2-HIGH,Clerk#000000654,0,fully. slowly even acc
37190,14069,O,199413.01,6/26/1996,3-MEDIUM,Clerk#000000481,0, the slyly regular requests-- furiously silent req
37191,47611,F,141312.79,3/13/1993,2-HIGH,Clerk#000000205,0, wake unusual grouches. slyly un
37216,78572,F,401868.69,12/1/1993,2-HIGH,Clerk#000000498,0,"al, final platelets. regular, express packages around the "
37217,102809,O,42349.52,9/6/1997,1-URGENT,Clerk#000000784,0,"the regular, pending requ"
37218,55154,F,132455.23,12/20/1993,2-HIGH,Clerk#000000675,0,slyly regular excuses: decoys integrate blithely sp
37219,122305,O,289630.07,4/18/1996,2-HIGH,Clerk#000000330,0,ven pinto beans. slyly special requests serve. even accounts wake
37220,117857,O,217603,12/3/1996,5-LOW,Clerk#000000537,0,ously brave dependencies boost carefully pending theod
37221,66370,O,6984.5,11/2/1997,2-HIGH,Clerk#000000954,0,sly special foxes wake slyly qu
37222,49625,O,184159.66,4/22/1996,3-MEDIUM,Clerk#000000808,0,arls hang quickly furiously bold foxes. quickly final theodolites h
37223,40112,O,202882.51,11/11/1995,5-LOW,Clerk#000000802,0, wake busily across the fluffily quiet deposits. blithely even notornis sl
37248,53723,O,71510.97,2/22/1996,1-URGENT,Clerk#000000146,0,ckly about the ironic
37249,58645,O,81736.15,2/7/1996,4-NOT SPECIFIED,Clerk#000000007,0,ss accounts wake quickly after the blithely spe
37250,113147,F,68400.29,1/15/1993,2-HIGH,Clerk#000000445,0,ing to the regular forges. slyly ironic accounts haggle per
37251,99367,O,80594.67,11/15/1996,4-NOT SPECIFIED,Clerk#000000235,0,equests wake. stealthy packages beyond the iro
37252,110839,O,223462.85,11/20/1995,5-LOW,Clerk#000000285,0,ld pinto beans haggle carefully carefully final ac
37253,9721,F,255472.53,9/2/1992,2-HIGH,Clerk#000000949,0,refully bold decoys above the sly deposit
37254,28372,F,26157.36,9/19/1994,2-HIGH,Clerk#000000842,0,s requests. slyly final instructions are. slyly final accounts are carefu
37255,135854,F,87433.84,11/6/1994,5-LOW,Clerk#000000368,0,ong the furiously regular accounts. deposits
37280,137123,O,69735.45,8/20/1997,3-MEDIUM,Clerk#000000076,0,usual accounts. ironic theodolites affix qui
37281,13483,F,80510.23,8/29/1994,3-MEDIUM,Clerk#000000462,0,ggle furiously. blithely ironic packages sleep eve
37282,76945,F,132419.34,8/6/1994,1-URGENT,Clerk#000000843,0,nto beans after the slyly even instructions wake 
37283,61210,O,206029.27,10/12/1996,2-HIGH,Clerk#000000082,0, carefully sly idea
37284,23485,P,44991.3,3/14/1995,3-MEDIUM,Clerk#000000333,0,"uriously even instructions; ironic, pending accounts haggle quickly. express r"
37285,38074,O,87560.01,4/12/1996,3-MEDIUM,Clerk#000000527,0, poach carefully. carefully silent deposits slee
37286,5962,O,99879.4,6/27/1996,2-HIGH,Clerk#000000422,0,nts. theodolites are fluffily. carefully regular ideas sleep carefully unu
37287,145462,F,190895.78,11/2/1992,5-LOW,Clerk#000000684,0,sts across the furiously final accou
37312,57076,O,17886.58,2/5/1998,5-LOW,Clerk#000000495,0,he final hockey players. even frets at the f
37313,143693,F,137612.03,7/3/1992,4-NOT SPECIFIED,Clerk#000000689,0, to the even pinto beans. quickly careful multipl
37314,35398,P,209097.59,5/5/1995,3-MEDIUM,Clerk#000000834,0,r instructions cajole furi
37315,25001,F,49577.99,6/6/1992,5-LOW,Clerk#000000087,0,cial theodolites. sl
37316,29977,O,115685.84,9/5/1995,5-LOW,Clerk#000000568,0,nts shall haggle carefully ironic pack
37317,90284,F,30224.29,3/9/1993,2-HIGH,Clerk#000000853,0,"unts grow carefully carefully regular waters. bold, bold theo"
37318,144415,F,227404.27,4/16/1993,3-MEDIUM,Clerk#000000794,0,refully regular warhorses are carefully blithely final foxes
37319,2423,F,181945.16,8/5/1994,1-URGENT,Clerk#000000758,0,nto beans sleep across the furious
37344,66814,O,163726.5,3/11/1996,4-NOT SPECIFIED,Clerk#000000582,0,ular asymptotes kind
37345,36881,O,89503.25,5/24/1998,4-NOT SPECIFIED,Clerk#000000061,0, boost blithely. carefully final
37346,55087,F,19995.87,2/7/1994,5-LOW,Clerk#000000541,0,equests. ironic requests are across the quickly final instructions-
37347,37330,F,195958.06,1/30/1992,2-HIGH,Clerk#000000701,0, nag slyly around th
37348,86743,F,251569.43,6/14/1994,2-HIGH,Clerk#000000576,0,eans haggle daringly. furiously ironic accounts print ironic re
37349,35908,F,258931.6,2/16/1993,1-URGENT,Clerk#000000906,0,ms. slyly bold platelets use slyly across 
37350,32684,F,29711.82,5/21/1992,1-URGENT,Clerk#000000102,0,after the slyly final requests 
37351,5003,F,11192.25,9/13/1992,4-NOT SPECIFIED,Clerk#000000603,0,ly. furiously close theodolites hagg
37376,73897,F,156943.53,1/30/1994,4-NOT SPECIFIED,Clerk#000000215,0,eposits are. furiously 
37377,126628,F,275068.45,1/21/1992,3-MEDIUM,Clerk#000000476,0,eodolites boost after the blithely regular attainments. 
37378,9226,O,160717.51,12/20/1997,3-MEDIUM,Clerk#000000063,0,hely around the final deposits. 
37379,92171,O,173440.43,6/28/1996,4-NOT SPECIFIED,Clerk#000000538,0,"quickly regular escapades. silent, final packages wake never "
37380,57886,P,223556.39,4/2/1995,1-URGENT,Clerk#000000831,0,blithely carefully slow th
37381,118546,O,153481.27,1/9/1997,2-HIGH,Clerk#000000527,0,after the packages cajole blithely deposits. finally final accounts alongside
37382,77744,F,98501.97,12/8/1994,4-NOT SPECIFIED,Clerk#000000163,0,asymptotes boost carefully furious
37383,139940,O,207541.98,6/15/1995,3-MEDIUM,Clerk#000000225,0,y. slyly ironic theo
37408,110398,O,153645.95,3/3/1998,2-HIGH,Clerk#000000882,0,kly. carefully pending packages cou
37409,89245,O,297752.84,4/29/1998,3-MEDIUM,Clerk#000000681,0,"ndencies are-- slyly ironic accounts use. regular, pending account"
37410,72728,F,168949.26,10/13/1993,3-MEDIUM,Clerk#000000810,0,. slyly express accounts according to the reques
37411,130219,O,119880.25,12/25/1996,4-NOT SPECIFIED,Clerk#000000410,0,"hely even accounts. decoys are-- regular, bold tithes boost never special"
37412,87139,F,167148.86,8/4/1992,2-HIGH,Clerk#000000893,0,pinto beans. slyly bold requests haggle carefully carefully reg
37413,80452,O,41074.41,7/9/1997,3-MEDIUM,Clerk#000000711,0,uests affix blithely blithely final accounts. carefully bold ideas a
37414,34783,O,93272.28,9/10/1995,5-LOW,Clerk#000000015,0,y express pinto beans. regular excuses sl
37415,29938,O,1727.21,12/5/1995,4-NOT SPECIFIED,Clerk#000000160,0,"the unusual, final theodolites. furi"
37440,40393,F,77706.53,6/24/1993,4-NOT SPECIFIED,Clerk#000000246,0,ng packages across the regular accou
37441,104332,F,201380.56,2/25/1994,1-URGENT,Clerk#000000686,0," the bold, regular instructions eng"
37442,143194,O,27343.12,9/13/1997,3-MEDIUM,Clerk#000000058,0,eep furiously about the blithely express p
37443,60239,F,140638.81,4/16/1993,4-NOT SPECIFIED,Clerk#000000076,0,sly according to the care
37444,84808,F,89333.64,2/7/1992,3-MEDIUM,Clerk#000000186,0,fily. quick packages are fur
37445,47005,F,172808.53,2/19/1992,2-HIGH,Clerk#000000396,0,as blithely against th
37446,108853,F,62554.42,12/19/1993,3-MEDIUM,Clerk#000000523,0, about the slyly final requests. carefully final deposits nag
37447,75292,F,268342.43,7/9/1994,5-LOW,Clerk#000000990,0,"deas. slyly regular accounts use about the packages. regular, iro"
37472,27523,O,266117.03,2/3/1997,3-MEDIUM,Clerk#000000832,0,arefully final ideas against the unusual pla
37473,106237,F,284314.68,10/2/1994,5-LOW,Clerk#000000852,0,ly bold pinto beans h
37474,52691,F,35287.17,5/26/1994,2-HIGH,Clerk#000000930,0, beans doze slyly final platelets. furiously express requests slee
37475,111661,O,39155.1,3/25/1995,4-NOT SPECIFIED,Clerk#000000207,0,e carefully bold pinto beans ar
37476,11444,O,141565.75,6/7/1996,1-URGENT,Clerk#000000084,0,"lar, final theodolites-- sp"
37477,32654,O,34749.71,4/19/1997,3-MEDIUM,Clerk#000000833,0,s. quickly unusual deposits cajole. requests h
37478,102151,F,12543.75,5/2/1993,3-MEDIUM,Clerk#000000704,0,ts cajole special accounts. carefully unusual requests serve after 
37479,89471,O,173860.27,4/16/1998,1-URGENT,Clerk#000000875,0,. quickly special asymptotes are according to the ideas. furiously regula
37504,129071,O,198077.65,3/4/1996,5-LOW,Clerk#000000871,0, pinto beans sleep blithely. furiously unusual instructions boost. even packa
37505,129599,P,232880.78,6/4/1995,5-LOW,Clerk#000000852,0,arefully. blithely express instructions 
37506,14401,O,177507.15,4/12/1997,1-URGENT,Clerk#000000891,0,lly. bold deposits during the quickly bold deposits hang among the pendi
37507,61204,F,154396.95,12/9/1994,1-URGENT,Clerk#000000363,0,nts among the regular packages r
37508,104909,O,214094.39,9/3/1997,4-NOT SPECIFIED,Clerk#000000973,0,ffily furious instructions. special deposits will sleep carefull
37509,90821,O,57736.94,8/31/1997,1-URGENT,Clerk#000000655,0,across the blithely regular packages sleep furiously across the 
37510,16568,F,142384.74,3/9/1994,1-URGENT,Clerk#000000849,0, slyly fluffily regular packages. furiously iron
37511,57140,O,181661.33,11/8/1995,4-NOT SPECIFIED,Clerk#000000253,0,"hlessly unusual asymptotes integrate. ironic, unusual"
37536,47264,F,278438.14,9/6/1994,1-URGENT,Clerk#000000420,0,the furiously unusual foxes. slyly pending instructions boost
37537,101407,F,182359.72,1/3/1994,5-LOW,Clerk#000000228,0,ructions. furiously express requests cajole slyly f
37538,25766,O,134593.11,6/20/1997,4-NOT SPECIFIED,Clerk#000000283,0,grate quickly express hockey players. carefully spec
37539,144466,O,145424,2/4/1997,1-URGENT,Clerk#000000997,0,bout the carefully even instructions use furiously express packages. foxes bo
37540,116938,O,171240.17,5/7/1997,4-NOT SPECIFIED,Clerk#000000863,0,y bold accounts nag a
37541,67660,F,163583.35,2/27/1993,3-MEDIUM,Clerk#000000180,0,"furious, special theodolites boo"
37542,10861,F,294839.83,7/21/1994,3-MEDIUM,Clerk#000000703,0,dependencies. slyly express requests affix. 
37543,124229,F,178835.23,1/1/1992,3-MEDIUM,Clerk#000000054,0,lithely ironic instruction
37568,65356,O,15564.24,8/8/1996,4-NOT SPECIFIED,Clerk#000000044,0,"y furiously ironic, ironic accounts. fluffily u"
37569,112592,F,147377.1,6/10/1994,3-MEDIUM,Clerk#000000709,0,lieve: carefully ironic ideas wake. requests against
37570,68894,F,105504.14,3/10/1995,4-NOT SPECIFIED,Clerk#000000139,0,"wake regular asymptotes. final, regular theodolites according to t"
37571,51265,O,206854.85,6/18/1998,1-URGENT,Clerk#000000411,0,cross the silent packages print against the slyl
37572,8725,F,203714,8/4/1993,2-HIGH,Clerk#000000139,0," final, final accounts. expr"
37573,83630,O,297380.67,6/2/1996,5-LOW,Clerk#000000075,0,"foxes. blithe, ironic ideas according to the ironic packag"
37574,56410,F,79921.8,6/14/1994,5-LOW,Clerk#000000155,0, dependencies. quickly final deposits wake pin
37575,76633,O,293238.75,5/25/1997,4-NOT SPECIFIED,Clerk#000000611,0,e. quickly regular deposits cajole furiously against the fur
37600,70040,F,21689.38,2/14/1993,3-MEDIUM,Clerk#000000265,0,es use carefully furiously unusual packages. fluffi
37601,105445,F,45434.36,7/23/1992,4-NOT SPECIFIED,Clerk#000000615,0, dolphins engage along the packa
37602,86983,O,288885.91,7/20/1998,3-MEDIUM,Clerk#000000895,0," somas use silent, regular "
37603,14560,F,234000.84,11/25/1993,3-MEDIUM,Clerk#000000535,0,press requests wake quickly carefully pending deposits; slyly
37604,58975,O,139674.45,6/6/1997,1-URGENT,Clerk#000000348,0,"ithely pending foxes: express, express asymptotes use fluffily thr"
37605,115903,F,194495.31,3/14/1992,1-URGENT,Clerk#000000863,0,aggle. blithely regul
37606,72175,F,226466.55,2/23/1993,1-URGENT,Clerk#000000036,0,ckly ironic pinto beans sleep furiously fo
37607,136600,O,261326.02,8/16/1997,5-LOW,Clerk#000000828,0,structions! carefully final deposits cajole careful
37632,82433,O,222755.89,12/11/1995,2-HIGH,Clerk#000000766,0,lar instructions use furiously eve
37633,37138,O,70138.07,11/2/1996,1-URGENT,Clerk#000000156,0,ly careful patterns haggle carefully. furiously bold dinos run slyly. fluf
37634,580,F,150291.41,5/22/1992,3-MEDIUM,Clerk#000000747,0,"oxes. instructions nag. bold, even pa"
37635,124777,O,57438.23,2/24/1997,4-NOT SPECIFIED,Clerk#000000652,0,ng the express theodolites. blithely expr
37636,97763,O,134288.13,7/28/1996,3-MEDIUM,Clerk#000000564,0,ajole quickly bold fox
37637,141637,F,240264.94,3/16/1994,2-HIGH,Clerk#000000308,0,along the carefully regular reque
37638,111703,F,111879.48,1/22/1994,5-LOW,Clerk#000000379,0,"inal requests sleep carefully ironic, r"
37639,108824,O,96743.99,2/2/1996,4-NOT SPECIFIED,Clerk#000000599,0,en deposits haggle. deposits cajole quickly. pinto beans 
37664,47996,F,232374.67,10/11/1994,5-LOW,Clerk#000000068,0,"cial accounts sleep. ironic, "
37665,110014,O,151544.78,11/14/1996,4-NOT SPECIFIED,Clerk#000000398,0,eas. fluffily final
37666,74519,O,221642.64,5/31/1997,3-MEDIUM,Clerk#000000592,0,tithes sleep after the pending packages. carefully exp
37667,76273,O,137673.65,12/3/1995,2-HIGH,Clerk#000000652,0,t grouches mold carefully accord
37668,5389,F,181292.06,1/9/1993,5-LOW,Clerk#000000488,0,ng to the regular foxes. slyly regular packages c
37669,93142,F,265435.28,10/30/1993,4-NOT SPECIFIED,Clerk#000000938,0, ideas in place of the fluffily ironic accounts sleep among the deposits. 
37670,36155,O,15338.84,1/20/1996,3-MEDIUM,Clerk#000000375,0,kly express packages. carefully ironic packages x-ray slyly among the r
37671,146131,F,20347.47,7/3/1993,5-LOW,Clerk#000000153,0,y across the furiously pending dolphins. carefully unusual
37696,56618,F,118686.42,7/10/1994,4-NOT SPECIFIED,Clerk#000000127,0,. blithely ironic r
37697,125261,F,7559.56,11/25/1992,3-MEDIUM,Clerk#000000281,0,"s cajole blithely. careful accounts cajole? bold, ironic de"
37698,6127,O,57202.17,10/25/1996,1-URGENT,Clerk#000000103,0,", pending instructions haggle blithely into the express pains. daringly furio"
37699,69329,O,141174.2,8/23/1995,5-LOW,Clerk#000000337,0, even ideas. fluffily bo
37700,149444,F,92836.09,12/9/1994,1-URGENT,Clerk#000000711,0,de of the requests poach furiously deposits. quickly ironic dolp
37701,102277,O,113281.86,3/28/1997,5-LOW,Clerk#000000176,0,carefully even instructions 
37702,98258,O,8374.5,6/11/1995,4-NOT SPECIFIED,Clerk#000000453,0,urts wake quickly about the even deposits. fluffily even pa
37703,55973,O,184846.81,12/17/1995,2-HIGH,Clerk#000000462,0,r requests according to the furiously unusual requests sleep at t
37728,75706,O,319611.46,7/31/1998,5-LOW,Clerk#000000459,0,pecial instructions. carefully regular requests sleep blithel
37729,68374,F,104148.38,1/16/1994,4-NOT SPECIFIED,Clerk#000000030,0,pending foxes. pendin
37730,148726,F,197042.83,5/3/1994,4-NOT SPECIFIED,Clerk#000000303,0,d instructions haggle among the ironic packages. 
37731,8464,F,187276.09,11/5/1994,1-URGENT,Clerk#000000506,0,ckages sleep furiously regularly even ideas
37732,40948,O,47223.87,5/5/1996,4-NOT SPECIFIED,Clerk#000000558,0,"ng to the ironic, s"
37733,136672,F,142339.97,5/25/1992,5-LOW,Clerk#000000081,0, blithely final packag
37734,94261,F,232596.58,12/27/1994,1-URGENT,Clerk#000000900,0,ily express ideas integrate above the ironic accounts. qu
37735,86446,O,37428.68,8/1/1998,3-MEDIUM,Clerk#000000919,0,es boost furiously into the furiously express packages. furio
37760,136403,F,238413.39,8/15/1994,2-HIGH,Clerk#000000275,0,bold packages nag blithely furiously ironic packages. blithely final
37761,71350,O,190966.74,6/28/1998,4-NOT SPECIFIED,Clerk#000000466,0,ages nag fluffily furiously even pinto beans. slyly bold deposits cajole car
37762,73952,F,121013.55,6/7/1992,3-MEDIUM,Clerk#000000821,0,ress accounts boost theodolites
37763,145931,F,135234.91,2/9/1992,4-NOT SPECIFIED,Clerk#000000782,0,onic accounts wake among
37764,10088,O,293460.81,10/15/1996,5-LOW,Clerk#000000765,0,e slyly slyly express ac
37765,44549,F,317446.71,11/25/1992,5-LOW,Clerk#000000988,0, ideas alongside of the bold ideas ar
37766,76075,O,290432.81,4/23/1997,4-NOT SPECIFIED,Clerk#000000827,0,affix. carefully ironic dolphins among the requests affix caref
37767,113531,O,120429.49,9/8/1996,3-MEDIUM,Clerk#000000042,0, final excuses. busily silent requests into the fu
37792,110221,O,73238.91,12/30/1995,2-HIGH,Clerk#000000114,0,ickly express accounts-- carefully even 
37793,115820,F,49992.34,11/9/1994,4-NOT SPECIFIED,Clerk#000000963,0,"sits integrate: regular, regular p"
37794,23260,F,178273.95,3/25/1994,5-LOW,Clerk#000000237,0,odolites. furiously special platelets nag slyly atop the ironic 
37795,9350,F,17759.99,10/28/1993,3-MEDIUM,Clerk#000000702,0,ckly unusual asymptotes. busily regular Tiresias nag ag
37796,90283,F,100999.49,11/2/1994,1-URGENT,Clerk#000000043,0, instructions are quickly. fluffy pinto beans
37797,123821,F,166286.22,2/23/1992,3-MEDIUM,Clerk#000000580,0,ymptotes integrate carefully against th
37798,106772,F,128763.9,11/5/1992,2-HIGH,Clerk#000000575,0,es. carefully even account
37799,55871,F,128242.76,10/31/1993,4-NOT SPECIFIED,Clerk#000000856,0,ording to the ideas. pending theodolites among the slyly pending idea
37824,9587,O,76037.71,2/22/1998,3-MEDIUM,Clerk#000000680,0,refully regular orbits according to the e
37825,14570,F,281550.1,7/23/1994,5-LOW,Clerk#000000783,0,. deposits haggle among the pending deposits. furiously bold foxes ru
37826,72866,P,186786.58,4/24/1995,3-MEDIUM,Clerk#000000480,0, the furiously ironic accounts wake carefully carefu
37827,55301,O,229507.42,8/1/1996,4-NOT SPECIFIED,Clerk#000000824,0,ular packages. always 
37828,41008,P,212872.98,4/21/1995,5-LOW,Clerk#000000755,0,e carefully slyly pending deposits. s
37829,101945,F,235845.25,9/30/1993,4-NOT SPECIFIED,Clerk#000000776,0,furiously express requests are fluffily stealthily ironic foxes. quickly bol
37830,87790,F,139500.53,8/17/1994,4-NOT SPECIFIED,Clerk#000000006,0,sts detect blithely. deposits alongside of the unusual packages integrate 
37831,72406,F,273757.45,7/27/1992,4-NOT SPECIFIED,Clerk#000000084,0, instructions accordi
37856,114239,O,28132.27,1/20/1998,4-NOT SPECIFIED,Clerk#000000413,0," fluffily busy dolphins nag enticingly silent ideas. thin, special de"
37857,14755,O,298239.59,5/1/1997,3-MEDIUM,Clerk#000000631,0,y bold requests. quickly unusual platelets are. carefully unusual ideas
37858,27763,F,30250.08,6/25/1993,5-LOW,Clerk#000000902,0,thrash carefully. regular packages above the regular packages
37859,92305,F,259196.02,3/31/1994,1-URGENT,Clerk#000000378,0,"ing, express theodolites sleep blithely. slowly silent excuses boost"
37860,47881,F,170344.73,8/28/1993,3-MEDIUM,Clerk#000000418,0,re furiously according to the final accounts. blithely pending packages
37861,133042,O,105790.46,12/29/1995,4-NOT SPECIFIED,Clerk#000000160,0,egular packages are. blithely unusual pai
37862,134857,F,269923.24,1/13/1994,4-NOT SPECIFIED,Clerk#000000188,0,nic instructions no
37863,36308,P,109324.81,2/25/1995,2-HIGH,Clerk#000000227,0,ckages. slyly regular accounts cajole across the blithely regular theodolites
37888,17291,F,87686.66,12/23/1994,1-URGENT,Clerk#000000072,0,ites engage quickly after the carefully final packages? quickl
37889,54506,O,75974.2,7/12/1996,3-MEDIUM,Clerk#000000626,0,"ular, final foxes. regular ideas "
37890,28198,O,222144.83,7/7/1996,2-HIGH,Clerk#000000541,0,press packages. carefully even ideas cajole furiously. 
37891,51245,O,285807.44,10/21/1995,2-HIGH,Clerk#000000299,0,ounts. bold instructions after
37892,112468,F,27041.09,1/26/1992,1-URGENT,Clerk#000000272,0,nts. requests among the slyly ironic deposits sleep furiously furiously close 
37893,92768,O,65760.57,11/25/1995,4-NOT SPECIFIED,Clerk#000000772,0, slyly ironic packages. slyly pending deposits are carefully along the
37894,51284,O,39265.98,11/27/1995,4-NOT SPECIFIED,Clerk#000000489,0,o the blithely express requests. 
37895,16969,F,80159.73,3/31/1992,1-URGENT,Clerk#000000159,0,ickly carefully quiet foxes? furiously regular re
37920,45454,F,26458.16,7/15/1993,1-URGENT,Clerk#000000623,0,efully express theodolites. carefully
37921,136487,F,9303.97,5/16/1995,4-NOT SPECIFIED,Clerk#000000051,0,es nag. carefully bold excu
37922,122608,O,115434.33,3/24/1998,2-HIGH,Clerk#000000891,0,tructions boost slyly final dependencies. furiously regular courts haggle furi
37923,94154,F,191177.67,3/28/1993,4-NOT SPECIFIED,Clerk#000000227,0,requests boost above the blithely ironic forges
37924,89633,F,222122.16,11/30/1994,2-HIGH,Clerk#000000720,0,ly bold accounts. ironic requests haggle about the final warthogs! 
37925,5659,F,204915.79,9/27/1993,3-MEDIUM,Clerk#000000104,0,structions. unusual deposits after the blithely final depo
37926,139037,F,59149.85,9/9/1994,1-URGENT,Clerk#000000274,0,", bold dependencies. blithely ironic requests hang carefully express ideas"
37927,85672,F,275302.32,1/26/1995,4-NOT SPECIFIED,Clerk#000000502,0,regular packages. slyly even pac
37952,22753,O,228207.19,7/4/1996,5-LOW,Clerk#000000478,0,l deposits. furiously bold theodolites wake quickly furiously express p
37953,35723,O,169600.34,3/18/1997,2-HIGH,Clerk#000000872,0,g the quickly special platelets haggle against the carefully ironic
37954,82210,O,253380.24,10/6/1997,2-HIGH,Clerk#000000334,0,l dinos cajole ironic th
37955,43427,O,179182.17,3/15/1997,4-NOT SPECIFIED,Clerk#000000697,0,"ccording to the ironic, regular requests. fluffily regular req"
